,CVProcessado,vidaInstalacao,vidaHidrometro,hid_imo_qtd_pontos_utilizacao,QtdMedicoes,QtdOcorrencias,qtd_instalacao,variacaoTendencia,bhc_dsc_status,IDHidrometro
1650,0.3854911366501524,8.0,8.0,4.0,25.0,6.0,1.0,0.7415730337078652,1,A11N316973
1651,0.20575119030204655,3.0,12.0,3.0,25.0,0.0,2.0,0.2912621359223302,0,A07F261283
1652,1.2102038311834418,10.0,10.0,7.0,25.0,0.0,1.0,2.5185185185185186,0,A09F097982
1653,0.28313332309700906,11.0,15.0,9.0,25.0,0.0,1.0,0.9814814814814814,0,A04L446475
1654,0.1991640347771131,7.0,15.0,6.0,25.0,1.0,1.0,0.2749999999999999,1,A04L313176
1657,0.09797544322547308,4.0,7.0,6.0,25.0,0.0,1.0,0.06593406593406592,0,A12F247612
1659,0.4372093286303714,1.0,1.0,17.0,6.0,0.0,1.0,0.3076923076923077,1,A18N287125
1660,0.22243913025065232,1.0,1.0,12.0,6.0,0.0,1.0,0.05913978494623651,1,A18N287718
1661,0.048765984909417075,0.0,1.0,9.0,3.0,0.0,1.0,0.0,1,A18N376734
1662,0.6094976348617375,2.0,12.0,10.0,19.0,2.0,2.0,-0.36690647482014394,1,A07S359544
1663,0.20196574893622832,5.0,6.0,20.0,25.0,0.0,1.0,0.12149532710280364,0,A13F290619
1664,1.5473640279433607,5.0,6.0,3.0,25.0,0.0,1.0,0.8848484848484848,0,A13F268772
1665,1.2380192408246726,11.0,11.0,3.0,25.0,0.0,1.0,2.6923076923076925,0,A08F234201
1666,1.9258655386669987,3.0,13.0,4.0,25.0,0.0,2.0,2.35,1,A06F387693
1667,0.2356408927650678,2.0,2.0,21.0,25.0,0.0,1.0,0.0,1,A17F027090
1668,0.13468700594029479,0.0,100.0,7.0,3.0,0.0,1.0,0.0,1,A19N055667
1669,0.10051279850348376,3.0,9.0,8.0,25.0,0.0,2.0,-0.053333333333333344,1,A10F021068
1671,0.18494818156223292,2.0,2.0,8.0,21.0,0.0,1.0,-0.0357142857142857,1,A17F071724
1672,0.18367641171759994,0.0,1.0,110.0,4.0,0.0,1.0,0.0,1,A18N378198
1673,0.18751299494392001,5.0,5.0,4.0,25.0,0.0,1.0,0.34285714285714275,0,A14F073760
1674,0.2178462583449493,2.0,11.0,11.0,25.0,0.0,2.0,0.028037383177569986,1,A08F215621
1675,0.41291102375632566,3.0,7.0,3.0,25.0,0.0,2.0,0.7037037037037037,0,A12F139476
1676,0.15340629672458783,3.0,3.0,6.0,25.0,0.0,1.0,-0.03157894736842104,0,A16F147436
1677,1.0504070039614137,3.0,10.0,6.0,25.0,7.0,2.0,-0.6,1,A09F272106
1678,0.5132079042076189,1.0,12.0,4.0,19.0,4.0,2.0,2.051282051282051,1,A07S137531
1679,0.5132079042076189,1.0,12.0,4.0,19.0,4.0,2.0,2.051282051282051,1,A07S137531
1680,0.28921051471622294,1.0,1.0,17.0,11.0,0.0,1.0,0.11811023622047245,1,A18N137372
1681,0.19200794920558084,3.0,11.0,1.0,25.0,0.0,2.0,0.061224489795918435,0,A08F240376
1682,0.4267492928934556,4.0,13.0,10.0,25.0,0.0,2.0,1.2897196261682242,1,A06S518106
1683,0.07678759121639632,3.0,11.0,1150.0,25.0,0.0,2.0,0.07563025210084029,0,E08S003642
1684,1.3191067579190658,1.0,11.0,4.0,19.0,4.0,2.0,0.4375,1,A08F475724
1685,1.3191067579190658,1.0,11.0,13.0,19.0,4.0,2.0,0.4375,1,A08F475724
1686,0.29895445682976973,3.0,12.0,5.0,25.0,0.0,2.0,0.6714285714285715,1,A07S641760
1687,0.20975043207924896,0.0,1.0,11.0,4.0,0.0,1.0,0.0,1,A18N455533
1688,0.5332837278518203,1.0,2.0,5.0,15.0,0.0,1.0,0.7446808510638299,1,A17N309782
1689,0.13968151673942555,0.0,100.0,5.0,4.0,0.0,1.0,0.0,1,A19N051059
1690,0.2444571118252152,1.0,1.0,3.0,11.0,0.0,1.0,0.29861111111111116,1,A18N192732
1691,0.6118472504835173,1.0,1.0,22.0,8.0,0.0,1.0,1.0396039603960396,1,A18N286073
1692,0.2709907303024733,2.0,3.0,7.0,25.0,0.0,1.0,0.17543859649122817,0,A16F261478
1693,0.18798401005385637,1.0,2.0,2.0,15.0,0.0,1.0,0.553191489361702,1,A17N313695
1694,0.9560342065577694,1.0,1.0,10.0,7.0,0.0,1.0,0.6412213740458015,1,A18N176242
1695,0.311141660096622,6.0,7.0,5.0,25.0,0.0,1.0,-0.10344827586206895,1,A12F350971
1696,0.23529411764705882,0.0,100.0,1.0,4.0,0.0,1.0,0.0,1,A19N062123
1697,0.22614881562125588,5.0,6.0,3.0,25.0,0.0,1.0,-0.18433179723502302,0,A13F261761
1698,0.46550037694316154,6.0,8.0,10.0,25.0,0.0,1.0,1.4545454545454546,0,A11F197369
1700,0.36441738925809286,3.0,3.0,5.0,25.0,1.0,1.0,-0.09090909090909094,0,A16F132762
1701,0.3275557890015297,6.0,6.0,10.0,25.0,0.0,1.0,0.45833333333333326,0,A13F219662
1703,0.06955148667408663,0.0,100.0,4.0,2.0,0.0,1.0,0.0,1,A19N077833
1704,0.8684855720745766,4.0,4.0,9.0,25.0,0.0,1.0,1.6326530612244898,0,A15F021233
1706,0.4158940536893259,1.0,1.0,5.0,7.0,0.0,1.0,0.5222222222222221,1,A18N186771
1707,1.090721076325214,4.0,4.0,5.0,25.0,2.0,1.0,0.1399999999999999,0,A15F125228
1709,0.14088896598714795,1.0,2.0,5.0,16.0,0.0,1.0,0.4310344827586208,1,A17N306279
1711,0.048765984909417075,0.0,100.0,5.0,3.0,0.0,1.0,0.0,1,A19N075783
1712,0.5646221980746742,3.0,13.0,26.0,25.0,0.0,2.0,0.2109375,0,A06F269846
1713,0.09589071722702769,2.0,11.0,725.0,20.0,0.0,2.0,0.15951359084406302,1,E08S003767
1714,0.16218615177038684,3.0,10.0,256.0,25.0,0.0,2.0,0.15337423312883436,1,D09S004437
1715,0.2012725161016736,1.0,10.0,372.0,10.0,0.0,2.0,0.3999999999999999,1,C09S012762
1716,0.3778139108484203,3.0,12.0,900.0,25.0,0.0,2.0,0.025404676258992787,0,F07L000542
1717,0.14843580763120945,7.0,15.0,413.0,25.0,0.0,2.0,-0.012048192771084376,0,E04S002041
1718,0.6435846357954428,1.0,1.0,6.0,6.0,1.0,1.0,0.45833333333333326,1,A18N379171
1720,0.07767077449077697,0.0,1.0,9.0,4.0,0.0,1.0,0.0,1,A18N450180
1721,0.15309310892394862,0.0,1.0,18.0,5.0,0.0,1.0,0.0,1,A18N451352
1722,0.31766980128116445,5.0,5.0,5.0,25.0,0.0,1.0,0.4883720930232558,0,A14F405093
1723,0.34105636549468543,0.0,1.0,15.0,4.0,0.0,1.0,0.0,1,A18N449561
1726,0.08660254037844388,0.0,1.0,48.0,4.0,0.0,1.0,0.0,1,A18N438036
1727,0.5724068503459222,10.0,10.0,3.0,25.0,1.0,1.0,0.41666666666666674,0,A09F177146
1728,1.0673309904702604,0.0,100.0,10.0,3.0,0.0,1.0,0.0,1,A19N079061
1729,0.3542211029739201,1.0,1.0,17.0,10.0,0.0,1.0,-0.20833333333333337,1,A18N181667
1730,1.1434137071412276,8.0,9.0,3.0,25.0,1.0,1.0,0.0,0,A10F507478
1731,0.24657277925648474,2.0,11.0,5.0,19.0,0.0,2.0,0.4338235294117647,1,A08F501270
1733,0.9038090590257205,5.0,5.0,1.0,25.0,0.0,1.0,2.8055555555555554,0,A14F289269
1734,1.825204849115441,5.0,9.0,1.0,25.0,1.0,1.0,0.0,0,A10F060111
1735,0.13495006041412239,5.0,5.0,5.0,25.0,0.0,1.0,0.3181818181818181,0,A14F403582
1736,0.732538446559898,1.0,10.0,26.0,20.0,0.0,2.0,-0.13888888888888884,0,A09F116157
1737,0.732538446559898,1.0,10.0,8.0,20.0,0.0,2.0,-0.13888888888888884,0,A09F116157
1738,0.19393203145162038,2.0,11.0,2.0,24.0,0.0,2.0,0.08571428571428563,1,A08F222737
1739,0.4354857328763068,1.0,1.0,3.0,10.0,0.0,1.0,0.8481012658227849,1,A18N228798
1740,0.22544736576696195,5.0,5.0,5.0,25.0,0.0,1.0,0.5229357798165137,0,A14F377097
1742,0.18866594928437821,10.0,10.0,5.0,25.0,0.0,1.0,-0.022471910112359605,0,A09F250918
1744,0.1474762192473662,7.0,7.0,6.0,25.0,0.0,1.0,0.17322834645669283,0,A12F142828
1746,0.2166657873430154,1.0,1.0,6.0,8.0,0.0,1.0,0.3013698630136987,1,A18N187887
1747,0.27838821814150105,0.0,1.0,5.0,4.0,0.0,1.0,0.0,1,A18N450509
1748,0.07142857142857142,0.0,1.0,13.0,4.0,0.0,1.0,0.0,1,A18N449456
1749,0.29439202887759486,0.0,1.0,7.0,5.0,0.0,1.0,0.0,1,A18N439061
1750,0.569509734144649,1.0,12.0,6.0,11.0,0.0,2.0,1.282051282051282,1,A06F292000
1751,0.1407280052183044,1.0,1.0,4.0,4.0,0.0,1.0,0.0,1,A17F112402
1752,1.091778341073568,5.0,5.0,1.0,25.0,1.0,1.0,2.168831168831169,1,A13F200471
1754,0.43605192781210744,3.0,3.0,7.0,25.0,0.0,2.0,0.9659090909090908,0,A15F136639
1755,0.9684796558830946,6.0,14.0,1.0,25.0,3.0,2.0,0.1428571428571428,1,A04S405235
1757,0.25903079892324793,2.0,3.0,5.0,23.0,0.0,1.0,0.6730769230769231,0,A15F255708
1758,0.29383485569123835,6.0,9.0,5.0,25.0,0.0,2.0,0.6422764227642277,0,A09F041538
1759,0.36369341444145964,8.0,8.0,8.0,25.0,0.0,2.0,0.18279569892473124,0,A10F039348
1760,0.5801988116585632,4.0,10.0,6.0,25.0,0.0,2.0,0.15999999999999992,0,A08F410587
1761,1.3882765714827865,7.0,15.0,21.0,25.0,2.0,1.0,2.8445945945945947,0,A03S065424
1762,0.4023295593175747,7.0,12.0,40.0,25.0,3.0,1.0,0.8657243816254416,0,A06F447279
1763,0.23636398924002341,9.0,9.0,1.0,25.0,0.0,1.0,0.3700000000000001,0,A09F125727
1764,1.4752060014215616,8.0,15.0,7.0,24.0,5.0,1.0,0.049180327868852514,0,A03S147821
1765,0.32270640636652265,7.0,14.0,10.0,25.0,0.0,1.0,0.9875,1,A04S218162
1766,0.522635770061855,1.0,1.0,6.0,4.0,0.0,1.0,0.0,1,A17F089169
1767,0.4192697980114557,2.0,15.0,35.0,14.0,0.0,2.0,0.9106881405563689,0,C03S000880
1768,0.4516611050946314,2.0,4.0,88.0,13.0,0.0,1.0,1.5070028011204482,1,D14L005084
1769,0.3084206175334053,3.0,9.0,500.0,25.0,0.0,1.0,0.7635560088390276,1,F09S006466
1770,0.7765422285023926,1.0,11.0,4.0,7.0,0.0,2.0,0.821917808219178,1,A07F315839
1773,0.5388682183280064,5.0,11.0,26.0,25.0,3.0,1.0,0.20554649265905378,0,A07S623885
1779,0.28331825343834444,3.0,3.0,11.0,25.0,0.0,1.0,0.4864864864864864,0,A15F199170
1780,0.8204904484197402,1.0,1.0,1.0,10.0,3.0,2.0,1.94,0,A17F000211
1781,1.6395505034723707,2.0,12.0,6.0,15.0,0.0,2.0,3.0,1,A06F407611
1784,0.176493272961035,7.0,8.0,5.0,25.0,0.0,1.0,-0.03260869565217395,1,A10F551413
1792,0.22811777107013928,5.0,6.0,455.0,25.0,1.0,1.0,-0.16153846153846152,0,D12L002379
1793,0.43617263180558913,3.0,4.0,16.0,25.0,1.0,1.0,0.31914893617021267,1,A14F443704
1813,0.19843636425741873,7.0,8.0,133.0,25.0,0.0,1.0,-0.044642857142857095,1,C10S012138
1814,0.500505431932053,2.0,12.0,8.0,13.0,0.0,2.0,0.7807692307692307,0,A06F311462
1816,0.8756296055577605,10.0,14.0,6.0,25.0,1.0,1.0,1.5531914893617023,0,A04L194516
1818,0.2959604461941741,8.0,8.0,4.0,25.0,0.0,2.0,0.2195121951219512,1,A10F044865
1819,0.6040264729366834,1.0,1.0,5.0,3.0,0.0,1.0,0.0,1,A17F063993
1820,0.6226998490772391,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1,A17F063988
1821,0.20738942049928483,1.0,2.0,3.0,9.0,0.0,1.0,0.30499999999999994,1,A16F275913
1822,0.29010676104023836,5.0,5.0,16.0,25.0,0.0,1.0,0.5585106382978724,1,A13F232447
1827,1.324184903431205,7.0,8.0,20.0,25.0,0.0,1.0,1.625,0,A10F559957
1828,0.06770424503617455,1.0,1.0,7.0,6.0,0.0,1.0,0.139240506329114,1,A17F069522
1829,0.13174548401593789,2.0,12.0,6.0,14.0,0.0,2.0,0.19565217391304346,1,A06F409589
1832,0.7091973918452027,10.0,18.0,31.0,25.0,1.0,1.0,1.8103448275862069,0,A00S297621
1833,0.46010784116772685,9.0,12.0,5.0,24.0,0.0,1.0,0.04516129032258065,0,A06F363964
1834,0.07168458781362004,10.0,10.0,1.0,25.0,0.0,1.0,0.12280701754385959,0,A08F352860
1835,0.4174195558950775,5.0,6.0,24.0,25.0,0.0,2.0,0.10489510489510478,0,A12F271941
1836,0.7702069028635573,1.0,2.0,3.0,13.0,0.0,1.0,1.8550724637681157,1,A16F241512
1838,0.19110895778287298,6.0,7.0,6.0,25.0,0.0,1.0,0.4508196721311475,0,A11F231573
1839,0.4761534051531555,7.0,7.0,3.0,25.0,1.0,1.0,-0.17333333333333334,1,A11F188502
1840,0.48644168653939623,9.0,18.0,8.0,25.0,0.0,1.0,0.4683544303797469,0,A00S643791
1841,0.2832841818069569,4.0,14.0,14.0,25.0,1.0,2.0,0.30000000000000004,1,A04S259219
1843,1.009822306089558,9.0,9.0,3.0,25.0,0.0,1.0,2.9714285714285715,0,A09F043585
1844,0.520023669690554,4.0,12.0,5.0,25.0,1.0,2.0,1.2467532467532467,1,A06F443986
1846,0.30740326069682405,4.0,12.0,5.0,25.0,0.0,2.0,0.6640625,1,A06S519993
1847,0.8204793064608045,3.0,4.0,7.0,25.0,1.0,1.0,0.7013888888888888,0,A14F405331
1848,1.3189885794582352,1.0,10.0,1.0,20.0,0.0,2.0,0.0,1,A08F290778
1849,1.3189885794582352,1.0,10.0,6.0,20.0,0.0,2.0,0.0,1,A08F290778
1850,0.1810137548429512,2.0,4.0,5.0,21.0,0.0,1.0,0.29166666666666674,1,A14F438035
1851,1.6217885497194902,1.0,10.0,3.0,19.0,1.0,2.0,0.0,1,A08F403264
1852,1.6217885497194902,1.0,10.0,5.0,19.0,1.0,2.0,0.0,1,A08F403264
1854,0.3151457576945255,6.0,6.0,5.0,25.0,1.0,2.0,0.7790697674418605,0,A12F271067
1855,0.7316700091979311,8.0,8.0,6.0,25.0,0.0,1.0,0.7313432835820894,1,A10F006410
1856,0.2806744907108694,4.0,4.0,9.0,25.0,1.0,2.0,0.2192982456140351,0,A14F414359
1857,0.8157875086438007,4.0,5.0,12.0,25.0,0.0,1.0,0.4242424242424243,0,A13F240082
1858,1.506961507610823,2.0,3.0,18.0,23.0,0.0,2.0,2.9135802469135803,0,A15F258960
1859,1.3801453174914915,1.0,2.0,19.0,12.0,0.0,2.0,2.6346153846153846,0,A16F260824
1860,0.13556643376555932,1.0,1.0,13.0,6.0,0.0,1.0,0.13684210526315788,1,A17F060265
1861,0.7092858519335391,4.0,12.0,4.0,25.0,2.0,2.0,1.076923076923077,1,A06S800403
1862,0.5832222507216448,4.0,4.0,6.0,25.0,2.0,1.0,1.4166666666666665,1,A14F114531
1864,0.11057564484387859,7.0,8.0,3.0,25.0,1.0,1.0,-0.08135593220338988,0,A10F549429
1866,0.6825729941094092,7.0,8.0,4.0,25.0,0.0,1.0,0.6458333333333333,1,A10F549531
1868,0.23911937073186149,8.0,8.0,16.0,25.0,0.0,1.0,0.125,0,A10F085312
1869,0.8124205571079482,1.0,1.0,9.0,3.0,0.0,1.0,0.0,0,A17F072204
1871,0.4057733269466981,2.0,3.0,11.0,23.0,6.0,1.0,1.0517241379310347,0,A15F258334
1873,0.3535533905932738,7.0,12.0,12.0,25.0,1.0,1.0,0.19999999999999996,0,A06F282651
1874,0.6041828738440389,5.0,14.0,6.0,25.0,1.0,2.0,2.5789473684210527,0,A04S405275
1875,0.8647728715218538,1.0,1.0,15.0,5.0,0.0,1.0,0.0,1,A17F069476
1876,0.19973154963530163,7.0,15.0,10.0,25.0,2.0,1.0,0.029761904761904656,1,A03S450124
1877,1.1842386297666383,10.0,10.0,15.0,25.0,15.0,2.0,0.6160714285714286,0,A08F063534
1878,0.45912019640755447,2.0,2.0,3.0,18.0,0.0,1.0,0.9206349206349207,1,A16F058553
1879,0.1459196985252594,5.0,6.0,5.0,25.0,0.0,1.0,0.08247422680412364,1,A12F285795
1880,1.0239143445621022,3.0,3.0,6.0,25.0,1.0,1.0,0.9213483146067416,0,A15F077724
1881,0.36393475172954254,6.0,8.0,5.0,25.0,0.0,1.0,0.4854368932038835,1,A10S738803
1884,0.1392500690033995,1.0,11.0,1.0,4.0,0.0,2.0,0.0,1,A07F269388
1885,0.8634779595421449,10.0,10.0,1.0,25.0,0.0,1.0,1.306122448979592,0,A08F213077
1886,0.3668319481414665,2.0,10.0,3.0,21.0,0.0,2.0,2.391304347826087,1,A08F238798
1887,0.41376649552596123,5.0,8.0,5.0,25.0,0.0,2.0,0.9541284403669725,1,A10F088690
1888,1.23205542024094,9.0,9.0,1.0,25.0,3.0,2.0,1.0,1,A09F044043
1889,0.9524708022880578,8.0,8.0,5.0,25.0,1.0,1.0,-0.2068965517241379,0,A10F043361
1890,0.4021804241931106,10.0,10.0,5.0,25.0,0.0,2.0,-0.6140350877192983,0,A08F217575
1891,0.8025166177785352,5.0,10.0,4.0,25.0,1.0,2.0,1.603448275862069,1,A08F410772
1892,0.39081916362469216,3.0,4.0,3.0,25.0,1.0,1.0,0.6511627906976745,1,A14F442920
1893,0.24952202668263607,10.0,10.0,5.0,25.0,1.0,1.0,0.7777777777777777,1,A08F065837
1894,0.2176474038510706,9.0,18.0,8.0,25.0,2.0,1.0,0.1847826086956521,0,A00S617998
1895,1.4051932390319717,5.0,6.0,1.0,25.0,4.0,1.0,1.6886792452830188,1,A12F226904
1897,0.31621748268867184,8.0,9.0,9.0,25.0,0.0,1.0,0.28240740740740744,0,A09F311095
1898,0.4245224019375381,4.0,12.0,5.0,25.0,0.0,2.0,0.3999999999999999,0,A06S521836
1900,0.584683619234937,4.0,4.0,12.0,25.0,0.0,1.0,0.7435897435897436,0,A14F075978
1901,1.390277084026911,3.0,12.0,8.0,25.0,0.0,2.0,1.59375,0,A06F354494
1902,0.2522734341429523,4.0,4.0,25.0,25.0,0.0,2.0,-0.06547619047619047,0,A14F075962
1903,0.07509232217696768,1.0,1.0,14.0,5.0,0.0,1.0,0.0,1,A17F064410
1904,0.3089776192743705,4.0,5.0,12.0,25.0,0.0,1.0,0.27966101694915246,0,A13F273670
1905,0.32275188654251613,6.0,6.0,22.0,25.0,0.0,2.0,0.6446280991735538,0,A12F093597
1909,0.595926833883811,1.0,3.0,5.0,5.0,0.0,1.0,0.0,1,A15S160853
1910,0.2304168153301521,8.0,8.0,9.0,25.0,0.0,1.0,0.5703703703703704,0,A10F035631
1911,0.2610852227424084,7.0,16.0,5.0,25.0,1.0,1.0,-0.36423841059602646,0,A02S224600
1912,0.7798677327843032,7.0,14.0,11.0,25.0,0.0,1.0,0.6818181818181819,0,A04S051709
1913,0.502972680392157,11.0,12.0,6.0,25.0,4.0,1.0,-0.30116959064327486,0,A06S755261
1914,0.450242687877962,11.0,11.0,4.0,25.0,0.0,1.0,0.728395061728395,1,A07S038683
1916,0.10398629135096288,1.0,1.0,4.0,6.0,0.0,1.0,0.12711864406779672,1,A17F061607
1919,0.16995862596262915,2.0,12.0,5.0,19.0,1.0,2.0,0.7912087912087913,0,A06F313314
1920,0.41477017179597053,2.0,12.0,7.0,17.0,6.0,2.0,0.4126984126984128,1,A06F371125
1921,1.5191489342925097,8.0,8.0,3.0,25.0,1.0,1.0,2.264705882352941,0,A10F251604
1922,0.41702882811414954,1.0,1.0,15.0,5.0,0.0,1.0,0.0,1,A17F069064
1923,0.34539473684210525,4.0,4.0,19.0,25.0,9.0,2.0,0.24137931034482762,0,A14F000115
1924,0.35423881714548555,4.0,4.0,16.0,25.0,0.0,1.0,0.14925373134328357,1,A14F395420
1925,0.3195196229159098,2.0,2.0,10.0,18.0,0.0,1.0,0.06870229007633588,1,A16F122324
1926,0.10763223441936076,9.0,9.0,9.0,25.0,0.0,2.0,0.0535714285714286,0,A09F210293
1928,0.24153638494973048,4.0,4.0,13.0,25.0,1.0,2.0,-0.007575757575757569,0,A14F239430
1929,0.14411537123677967,3.0,3.0,177.0,25.0,0.0,2.0,-0.12658227848101267,0,A15F108100
1930,0.19374606457303215,8.0,8.0,3.0,25.0,4.0,2.0,0.37579617834394896,0,A10F047570
1931,0.09999999999999999,8.0,9.0,2.0,25.0,0.0,1.0,-0.007874015748031482,0,A09F310858
1932,0.15952859439034958,3.0,4.0,5.0,25.0,0.0,1.0,0.06134969325153383,1,A14L033778
1933,0.528963008930931,2.0,12.0,1.0,19.0,0.0,2.0,1.7209302325581395,0,A06F415684
1934,0.528963008930931,2.0,12.0,6.0,19.0,0.0,2.0,1.7209302325581395,0,A06F415684
1935,0.2760299258066143,8.0,8.0,5.0,25.0,0.0,1.0,0.4545454545454546,0,A10F039004
1937,0.7310304731453545,3.0,3.0,4.0,25.0,0.0,1.0,-0.352112676056338,0,A15F239005
1938,0.38844775950580496,3.0,3.0,16.0,25.0,0.0,1.0,1.0428571428571427,0,A15F010433
1939,0.531223212603159,4.0,6.0,1.0,25.0,1.0,1.0,1.6382978723404253,0,A12F330289
1940,0.5702474041826996,1.0,1.0,16.0,3.0,0.0,1.0,0.0,1,A17F107033
1941,0.8862688587102917,4.0,4.0,8.0,25.0,0.0,1.0,2.026315789473684,0,A14F031461
1943,0.4979399666654415,8.0,18.0,7.0,25.0,0.0,1.0,0.6867469879518073,0,A00S602066
1944,0.23194099749964578,6.0,13.0,7.0,25.0,0.0,1.0,0.02400000000000002,1,A05L075128
1945,0.8358302014399531,1.0,1.0,6.0,7.0,2.0,1.0,1.0416666666666665,1,A17F028946
1946,0.30380870221412265,4.0,12.0,14.0,25.0,0.0,2.0,0.9375,1,A06F318845
1947,0.5393580723148754,6.0,7.0,8.0,25.0,0.0,1.0,1.8942307692307692,0,A11F324657
1948,1.4640776598296745,7.0,15.0,2.0,25.0,10.0,1.0,0.3214285714285714,0,A03S147488
1949,0.7057101254207703,9.0,12.0,6.0,25.0,0.0,1.0,1.6527777777777777,0,A06F527864
1950,0.909626703257833,12.0,12.0,8.0,25.0,0.0,1.0,1.6538461538461537,0,A06S708207
1951,0.13148211929146472,1.0,1.0,14.0,8.0,0.0,1.0,0.19463087248322153,1,A17F028123
1952,0.2299614623497988,7.0,15.0,4.0,25.0,1.0,1.0,-0.1297709923664122,1,A03S584578
1953,0.1617780498513832,3.0,3.0,12.0,25.0,3.0,1.0,0.30041152263374493,1,A15F242673
1956,0.24811507538715163,2.0,3.0,5.0,21.0,0.0,1.0,0.3227848101265822,1,A15L030939
1957,1.1111592017909195,10.0,10.0,11.0,25.0,0.0,1.0,0.4631578947368422,0,A08F407912
1958,0.17360149250055437,5.0,9.0,6.0,25.0,1.0,3.0,0.4135802469135803,0,A09F268567
1959,0.5397575151571586,1.0,1.0,5.0,10.0,1.0,2.0,0.1200000000000001,0,A17F004126
1960,0.10499801593587559,6.0,8.0,300.0,25.0,0.0,1.0,0.12048192771084332,0,C10S012146
1961,0.34803493710445166,5.0,6.0,85.0,25.0,0.0,1.0,0.09844559585492219,0,C12L004104
1962,0.6108526598950216,4.0,4.0,6.0,25.0,0.0,1.0,-0.04026845637583898,0,A14F077749
1964,0.3057134320413761,4.0,5.0,13.0,25.0,3.0,1.0,0.9433962264150944,1,A13F261026
1965,0.6786891245716328,8.0,8.0,28.0,25.0,1.0,1.0,0.05882352941176472,0,A10F055967
1966,0.2693377551228855,9.0,18.0,8.0,25.0,1.0,1.0,0.2987012987012987,1,A00S626750
1967,0.5823201351227245,3.0,4.0,19.0,25.0,0.0,1.0,0.30923694779116473,1,A14F443791
1968,0.7634531704965754,10.0,10.0,4.0,25.0,0.0,1.0,0.30434782608695654,1,A08F513285
1969,0.29325497286367463,12.0,12.0,5.0,25.0,0.0,1.0,0.5303030303030303,1,A06S707147
1970,0.24895297777353576,4.0,4.0,10.0,25.0,0.0,2.0,0.1203208556149733,0,A14F402399
1971,0.5651812147676865,6.0,6.0,6.0,25.0,0.0,1.0,1.0153846153846153,1,A12F347712
1972,0.2703865805869123,6.0,6.0,5.0,25.0,3.0,1.0,1.0,1,A12F179555
1973,0.2931108507621982,0.0,10.0,8.0,19.0,0.0,2.0,0.2907801418439717,1,A08F314139
1974,0.2931108507621982,0.0,10.0,11.0,19.0,0.0,2.0,0.2907801418439717,1,A08F314139
1975,0.07985452166440782,4.0,8.0,15.0,25.0,0.0,2.0,0.012847965738758127,0,A10F089527
1977,0.5072297522868096,1.0,11.0,16.0,10.0,1.0,2.0,0.9082568807339451,0,A07F237745
1978,0.41997045642114095,6.0,6.0,14.0,25.0,0.0,1.0,1.0382165605095541,0,A12F036145
1980,0.5685482878743646,10.0,13.0,6.0,25.0,1.0,1.0,0.22115384615384626,0,A05F310509
1981,0.9253919205067886,9.0,14.0,12.0,25.0,1.0,1.0,2.32,0,A04S014968
1982,0.466767617047993,3.0,3.0,6.0,25.0,0.0,1.0,0.7128712871287128,0,A15F214082
1983,0.21147480308689248,1.0,1.0,16.0,22.0,1.0,1.0,0.3653846153846154,1,A17F004045
1984,0.2758996243642372,10.0,17.0,10.0,25.0,0.0,1.0,0.247191011235955,0,A01S600892
1985,0.14764344660729706,6.0,11.0,7.0,25.0,0.0,2.0,0.06666666666666665,0,A07S137342
1986,1.2678962293410696,1.0,7.0,2.0,16.0,2.0,3.0,0.0,0,A11F220537
1987,1.2678962293410696,1.0,7.0,12.0,16.0,2.0,3.0,0.0,0,A11F220537
1988,0.43231846178828676,1.0,1.0,15.0,3.0,0.0,1.0,0.0,1,A17F090545
1989,0.39786832355564195,1.0,1.0,16.0,8.0,0.0,1.0,0.7,1,A17F027443
1990,0.7693003218199718,9.0,9.0,5.0,25.0,2.0,1.0,2.2459016393442623,1,A09F223488
1991,0.529517985836176,5.0,5.0,12.0,25.0,0.0,1.0,-0.3700564971751412,0,A13F203578
1992,0.34325580894344476,4.0,4.0,9.0,25.0,0.0,1.0,0.303370786516854,1,A14F201938
1993,0.28154586955625327,4.0,4.0,5.0,25.0,16.0,1.0,-0.39880952380952384,0,A14F283924
1994,0.33058492012490326,4.0,5.0,6.0,25.0,0.0,1.0,-0.42000000000000004,1,A13F240776
1996,1.3593378707290111,6.0,7.0,1.0,25.0,3.0,1.0,1.1372549019607843,0,A11F302967
1998,0.49565239961320756,4.0,4.0,12.0,25.0,0.0,2.0,0.5810810810810811,0,A14F311817
2001,0.24885283176343503,9.0,9.0,20.0,25.0,0.0,1.0,-0.0357142857142857,0,A09F211357
2003,0.9899155886293146,5.0,5.0,22.0,25.0,0.0,1.0,0.4370860927152318,1,A13F139740
2004,0.8166741678523753,2.0,12.0,28.0,21.0,0.0,2.0,1.7172131147540983,0,A06F425694
2005,0.7111150328264688,2.0,6.0,1.0,17.0,0.0,2.0,0.08823529411764697,1,A12F346270
2006,0.7111150328264688,2.0,6.0,8.0,17.0,0.0,2.0,0.08823529411764697,1,A12F346270
2009,0.2983979422106727,4.0,4.0,5.0,25.0,0.0,2.0,0.01379310344827589,0,A14F116011
2010,0.11565445377429821,6.0,14.0,4.0,25.0,2.0,1.0,-0.015503875968992276,1,A04S426416
2011,0.2387766734896048,4.0,9.0,17.0,25.0,2.0,3.0,-0.047272727272727244,0,A09F059616
