IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca,valido,PROBA
A13F239638,5193630,0.2747533,25,0,9,-0.49635038,6,5,0,624,11,10.0,10.0,5193630,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,624"
A13F239924,3201635,0.8930674,25,0,9,-0.28440368,6,5,0,624,11,9.0,9.0,3201635,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,624"
A14F085330,8674701,0.10983464,25,0,3,-0.13253012,5,5,0,624,11,10.0,10.0,8674701,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,624"
A14F245767,3859479,0.1915236,25,0,9,0.2913386,5,5,0,624,11,19.0,19.0,3859479,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,624"
A10F490861,679976,0.17955364,25,0,3,0.092307694,9,5,0,"0,6235",11,9.0,9.0,679976,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6235"
A11F292303,2704986,0.19609194,25,0,1,0.17073171,8,7,0,"0,6235",11,10.0,10.0,2704986,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6235"
A12F238347,4445686,0.106744215,25,0,2,0.01904762,7,7,0,"0,6235",11,14.0,14.0,4445686,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6235"
A13F203743,7952953,0.11472829,25,0,3,-0.09589041,6,5,0,"0,6235",11,9.0,9.0,7952953,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6235"
A13F220740,4617100,0.18687709,25,0,1,-0.05263158,6,5,0,"0,6235",11,18.0,18.0,4617100,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6235"
A14F245436,2438461,0.32642126,25,0,8,0.55172414,5,5,0,"0,6235",11,9.0,9.0,2438461,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6235"
A14F288421,7219024,0.16559653,25,0,12,0.030075189,5,5,0,"0,6235",11,17.0,17.0,7219024,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6235"
A15F141331,9526870,0.36590362,25,0,10,0.45882353,4,4,0,"0,6235",11,18.0,18.0,9526870,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6235"
A10F136944,2698552,0.19579142,25,0,1,-0.092307694,9,5,0,623,11,15.0,15.0,2698552,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,623"
A11F293093,7220170,0.5717363,25,1,7,0.0,8,7,0,623,11,10.0,10.0,7220170,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,623"
A12F289052,7988150,0.19440395,25,0,0,0.072463766,7,6,0,623,11,9.0,9.0,7988150,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,623"
A12F287752,4458192,0.22145383,25,0,1,-0.16883117,7,7,0,623,11,10.0,10.0,4458192,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,623"
A13F147319,8059853,0.15398754,25,0,3,-0.18656716,6,6,0,623,11,15.0,15.0,8059853,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,623"
A14F208693,3743195,0.23002328,25,0,9,-0.22093023,5,5,0,623,11,9.0,9.0,3743195,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,623"
A14F245522,4469348,0.10189844,25,0,1,-0.05952381,5,5,0,623,11,10.0,10.0,4469348,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,623"
A15F247700,9931856,0.105581455,25,0,8,0.09090909,4,4,0,623,11,13.0,13.0,9931856,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,623"
A15F212530,3743004,0.15071177,25,1,10,0.06666667,4,4,0,623,11,18.0,18.0,3743004,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,623"
A15F212886,2515822,0.18323152,25,0,8,0.14563107,4,4,0,623,11,14.0,14.0,2515822,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,623"
A10F178915,4466616,0.25316855,25,2,6,-0.32,9,5,0,"0,6226",11,13.0,13.0,4466616,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6226"
A11N389754,7868391,0.15945667,25,0,5,0.4489796,8,7,0,"0,6226",11,9.0,8.0,7868391,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6226"
A12F367314,7978936,0.15516143,25,1,3,0.14285715,7,6,0,"0,6226",11,13.0,13.0,7978936,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6226"
A10F060519,8322511,0.28287503,25,0,6,0.18309858,9,5,0,622,11,10.0,10.0,8322511,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,622"
A12F036632,2327678,0.1399979,25,0,6,-0.014925373,7,7,0,622,11,9.0,9.0,2327678,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,622"
A14F245479,4145054,0.23802102,25,0,8,0.020833334,5,5,0,622,11,13.0,13.0,4145054,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,622"
A15F247468,9952187,0.4539375,25,0,8,0.34042552,4,4,0,622,11,13.0,13.0,9952187,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,622"
A10F061749,1838059,0.13029201,25,1,2,0.013157895,9,5,0,"0,6216",11,9.0,9.0,1838059,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6216"
A12F144008,3860124,0.12700711,25,0,9,0.35632184,7,7,0,"0,6216",11,14.0,14.0,3860124,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6216"
A12F238862,6562809,0.11490675,25,0,3,0.04109589,7,6,0,"0,6216",11,10.0,10.0,6562809,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6216"
A12F237673,4470583,0.17684771,25,0,1,-0.33333334,7,7,0,"0,6216",11,9.0,9.0,4470583,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6216"
A13F145183,7868880,0.35248026,25,0,1,-0.011904762,6,6,0,"0,6216",11,10.0,10.0,7868880,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6216"
A13F221731,5189900,0.07803508,25,1,6,0.046511628,6,5,0,"0,6216",11,17.0,17.0,5189900,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6216"
A13F240654,2313642,0.30549368,25,0,10,0.055555556,6,5,0,"0,6216",11,10.0,10.0,2313642,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6216"
A14F288048,7224699,0.16411991,25,0,8,0.10169491,5,5,0,"0,6216",11,9.0,9.0,7224699,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6216"
A14F287956,7227442,0.113188386,25,1,6,-0.12605043,5,5,0,"0,6216",11,14.0,14.0,7227442,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6216"
A14F287649,6052886,0.13718005,25,0,3,-0.14685315,5,5,0,"0,6216",11,17.0,17.0,6052886,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6216"
A96L539731,8494720,0.16751485,25,0,4,0.078431375,23,10,0,"0,6216",11,14.0,14.0,8494720,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6216"
A10F062494,2329352,0.114508875,25,0,9,0.02970297,9,5,0,621,11,13.0,13.0,2329352,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,621"
A11F293088,7277482,0.14197138,25,0,6,0.24705882,8,7,0,621,11,13.0,13.0,7277482,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,621"
A11F292968,3295109,0.6445022,25,2,6,0.7051282,8,7,0,621,11,15.0,15.0,3295109,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,621"
A12F143516,6562701,0.14719771,25,1,5,-0.25742576,7,6,0,621,11,10.0,10.0,6562701,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,621"
A12F273838,7805888,0.40109804,25,0,4,-0.13846155,7,6,0,621,11,10.0,10.0,7805888,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,621"
A14F245294,7614845,0.14892276,25,0,10,0.028571429,5,5,0,621,11,9.0,9.0,7614845,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,621"
A15F246326,9630392,0.21032993,25,0,8,0.48333332,4,4,0,621,11,10.0,10.0,9630392,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,621"
A11F224886,8020906,0.15328795,25,0,4,0.1826923,8,7,0,"0,6206",11,15.0,15.0,8020906,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6206"
