IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca
A14F121060,9773495,0.13103709,13,0,8,0.22222222,5,5,0,0.5664,11,10.0,10.0,9773495,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F120657,9976396,0.9312716,13,0,8,4.2727275,5,5,0,0.5513,11,9.0,9.0,9976396,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F120704,9791442,1.42182,13,0,12,6.0,5,5,0,0.574,11,10.0,12.0,9791442,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F120359,9791736,0.17753448,13,0,2,0.20967741,5,5,0,0.58,11,9.0,9.0,9791736,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F287604,9833226,0.17049643,13,0,5,0.26086956,5,5,0,0.574,11,9.0,9.0,9833226,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F208630,9777172,0.09774049,13,0,4,0.10810811,5,5,0,0.554,11,10.0,10.0,9777172,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F209792,9774874,0.16655129,13,0,2,0.18478261,5,5,0,0.551,11,13.0,13.0,9774874,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F308745,9414924,0.1270059,13,0,6,-0.14285715,5,5,0,0.5557,11,9.0,9.0,9414924,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F209139,9794816,0.12184907,13,0,12,-0.112068966,5,5,0,0.575,11,14.0,14.0,9794816,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F244667,10238891,0.11548782,13,0,1,-0.07042254,5,5,0,0.555,11,9.0,9.0,10238891,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F245174,10025030,0.21240427,13,1,4,0.2747253,5,5,0,0.5527,11,14.0,14.0,10025030,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F287602,6928803,0.16362557,13,0,5,-0.02631579,5,5,0,0.5513,11,10.0,10.0,6928803,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F288329,9908129,0.611777,13,3,5,-0.5777778,5,5,0,0.5547,11,10.0,10.0,9908129,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F287609,5383471,0.10237702,13,0,1,-0.065789476,5,5,0,0.557,11,10.0,10.0,5383471,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F245337,5388783,0.3542566,13,0,11,-0.46363637,5,5,0,0.576,11,9.0,9.0,5388783,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A14F244419,5383137,0.12616158,13,0,6,0.19444445,5,5,0,0.5513,11,10.0,10.0,5383137,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F288086,9811516,0.07856742,13,0,8,-0.06666667,5,5,0,0.567,11,9.0,9.0,9811516,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F292533,9839534,0.15558863,13,0,6,-0.036036037,5,5,0,0.5503,11,14.0,14.0,9839534,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F292752,9840079,0.16972503,13,0,12,-0.041666668,5,5,0,0.5874,11,9.0,9.0,9840079,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A14F288016,5881706,0.4989489,13,0,8,1.0454545,5,5,0,0.5596,11,9.0,9.0,5881706,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A14F288410,9901140,0.28614932,13,0,5,0.28070176,5,5,0,0.5586,11,9.0,9.0,9901140,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F308517,11189770,0.17283322,13,0,5,0.24675325,5,5,0,0.574,11,10.0,10.0,11189770,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F309639,9451650,0.870271,13,2,5,15.714286,5,5,0,0.609,11,10.0,7.0,9451650,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F402827,6621058,0.12616158,13,0,5,0.19736843,5,5,0,0.556,11,10.0,10.0,6621058,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F403050,9873899,0.1574411,13,0,10,-0.251497,5,5,0,0.5806,11,18.0,18.0,9873899,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F403173,6929699,0.35009786,13,0,2,1.021978,5,5,0,0.5547,11,15.0,15.0,6929699,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F403372,1842005,0.27602556,13,0,4,-0.39759037,5,5,0,0.5503,11,10.0,10.0,1842005,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F406761,7855850,0.090192415,13,0,4,-0.07079646,5,5,0,0.5776,11,14.0,14.0,7855850,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F407529,7345437,0.15046413,13,0,5,0.2173913,5,5,0,0.57,11,14.0,14.0,7345437,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F408772,5392748,0.3763863,13,3,6,-0.30588236,5,4,0,0.553,11,9.0,9.0,5392748,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F409159,6928960,0.19311275,13,0,9,-0.15476191,5,4,0,0.551,11,9.0,9.0,6928960,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F409304,10017801,0.17049643,13,0,12,-0.26666668,5,4,0,0.578,11,9.0,9.0,10017801,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F411866,5647487,0.073658764,13,0,6,-0.023529412,5,5,0,0.556,11,10.0,10.0,5647487,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F309322,10511547,0.21230434,13,0,5,0.32374102,5,5,0,0.551,11,19.0,19.0,10511547,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F440585,6592511,0.38780135,13,2,9,-0.31088084,5,4,0,0.564,11,46.0,46.0,6592511,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A14F398704,9949330,0.10052446,13,0,4,0.0125,5,5,0,0.553,11,10.0,10.0,9949330,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F402897,10478949,0.15811388,13,0,3,0.2361111,5,5,0,0.567,11,10.0,10.0,10478949,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F402950,9868844,0.3220306,13,1,3,0.19626169,5,5,0,0.5596,11,17.0,17.0,9868844,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F402946,8574251,0.14687864,13,0,4,0.13636364,5,5,0,0.5557,11,9.0,9.0,8574251,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F402974,1912909,0.17172538,13,0,6,-0.21052632,5,5,0,0.565,11,9.0,9.0,1912909,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F403564,10451293,0.08707415,13,0,3,-0.042735044,5,5,0,0.561,11,15.0,15.0,10451293,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F406763,2307790,0.17781846,13,0,4,-0.19736843,5,5,0,0.559,11,9.0,9.0,2307790,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F408706,2964171,0.1801062,13,0,10,-0.2247191,5,4,0,0.5674,11,10.0,10.0,2964171,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F403064,6923046,0.085293084,13,0,2,-0.0625,5,5,0,0.5664,11,14.0,14.0,6923046,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F403146,6929397,0.13001907,13,0,4,0.12096774,5,5,0,0.558,11,17.0,17.0,6929397,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F407523,2306662,0.10735223,13,1,3,-0.033333335,5,5,0,0.559,11,14.0,14.0,2306662,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F407070,10890858,0.37948054,13,1,8,-0.2857143,5,5,0,0.571,11,9.0,9.0,10890858,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F407085,10889710,0.14085254,13,0,8,0.2580645,5,5,0,0.5635,11,9.0,9.0,10889710,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F407206,5387485,0.13308662,13,0,7,-0.028169014,5,5,0,0.5513,11,9.0,9.0,5387485,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F455019,5374863,0.24707916,13,3,8,-0.25862068,5,4,0,0.561,11,19.0,19.0,5374863,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A14F406883,8563667,0.18257418,13,1,4,-0.12195122,5,5,0,0.557,11,10.0,10.0,8563667,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F414256,9754113,0.18938462,13,0,10,-0.21604939,5,5,0,0.583,11,17.0,17.0,9754113,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F406931,5334861,0.6298868,13,0,1,0.98571426,5,5,0,0.5625,11,9.0,9.0,5334861,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F409164,10236643,0.10692204,13,0,4,-0.14285715,5,4,0,0.551,11,9.0,9.0,10236643,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F409681,9645640,0.1549176,13,0,5,0.051282052,5,4,0,0.5605,11,10.0,10.0,9645640,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F408742,5383099,0.18386284,13,1,16,-0.04054054,5,4,0,0.5757,11,19.0,19.0,5383099,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A14F408745,6919626,0.09721402,13,0,7,-0.05882353,5,4,0,0.573,11,10.0,10.0,6919626,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F408786,10202633,0.17579281,13,0,9,-0.18103448,5,4,0,0.5522,11,14.0,14.0,10202633,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F409310,7345232,0.39892662,13,6,5,0.2857143,5,4,0,0.561,11,10.0,10.0,7345232,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F408740,5334748,0.5498244,13,0,20,-0.7068063,5,4,0,0.5713,11,15.0,15.0,5334748,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F409625,6928560,0.17990205,13,0,7,-0.26035503,5,4,0,0.5547,11,18.0,18.0,6928560,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F409685,9643915,0.5620515,13,0,5,2.548387,5,4,0,0.583,11,13.0,13.0,9643915,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F403142,2536781,0.1570751,13,0,8,0.22857143,5,5,0,0.5654,11,20.0,20.0,2536781,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F403177,2715325,0.31430227,13,0,1,0.43103448,5,5,0,0.5664,11,9.0,9.0,2715325,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F403551,7078030,0.12698016,13,0,4,0.16428572,5,5,0,0.553,11,18.0,18.0,7078030,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F414233,9722130,0.62878835,13,1,5,4.5,5,4,0,0.575,11,9.0,9.0,9722130,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F406754,674931,0.1412201,13,1,9,-0.077922076,5,5,0,0.573,11,10.0,10.0,674931,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F407081,10885870,0.23280144,13,0,8,-0.04,5,5,0,0.5513,11,13.0,13.0,10885870,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F407305,2590220,0.11432829,13,0,4,-0.067567565,5,5,0,0.573,11,9.0,9.0,2590220,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F407525,2604396,0.09721402,13,0,4,0.13333334,5,5,0,0.551,11,20.0,20.0,2604396,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F407528,6934889,0.106903784,13,0,6,-0.058139537,5,5,0,0.5635,11,10.0,10.0,6934889,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F403172,2846314,0.09267492,13,0,3,-0.027027028,5,5,0,0.561,11,9.0,9.0,2846314,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F403560,6937918,0.17514595,13,0,3,-0.102564104,5,5,0,0.552,11,9.0,9.0,6937918,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F407011,6634737,0.38806185,13,0,8,-0.2875,5,5,0,0.56,11,9.0,9.0,6634737,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F407068,10893644,0.18702787,13,0,8,-0.13253012,5,5,0,0.574,11,9.0,9.0,10893644,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F407243,8040826,0.084467776,13,0,3,-0.0729927,5,5,0,0.564,11,17.0,17.0,8040826,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F407250,5388228,0.18616526,13,0,6,-0.08108108,5,5,0,0.559,11,9.0,9.0,5388228,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F407514,5387353,0.098126866,13,0,5,0.15873016,5,5,0,0.5557,11,18.0,18.0,5387353,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F407540,10896724,0.74716604,13,3,8,14.6,5,5,0,0.5996,11,9.0,9.0,10896724,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F408891,5370213,0.16595308,13,0,7,-0.13414635,5,4,0,0.5547,11,9.0,9.0,5370213,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F412241,5878969,0.35355756,13,1,10,-0.12162162,5,5,0,0.565,11,10.0,10.0,5878969,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F440768,5770467,0.18145423,13,0,8,-0.21472393,5,4,0,0.559,11,19.0,19.0,5770467,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F440832,8053952,0.17191717,13,0,4,-0.13636364,5,4,0,0.5547,11,9.0,9.0,8053952,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F440723,5380090,0.28817695,13,0,9,-0.39805827,5,4,0,0.557,11,10.0,10.0,5380090,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F440533,5770068,1.1220537,13,2,22,-0.50735295,5,4,0,0.5586,11,10.0,10.0,5770068,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A14F440650,6933840,0.15929487,13,9,6,-0.53424656,5,4,0,0.556,11,9.0,9.0,6933840,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F440730,5383064,0.17621624,13,0,15,-0.083333336,5,4,0,0.5596,11,14.0,14.0,5383064,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A14F454692,10269207,0.17050572,13,0,4,-0.14457831,5,4,0,0.5547,11,9.0,9.0,10269207,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F454813,5371040,0.25933266,13,2,7,-0.20987654,5,4,0,0.5527,11,9.0,9.0,5371040,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F441165,9061088,0.18955973,13,0,7,-0.21428572,5,4,0,0.553,11,13.0,13.0,9061088,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F454812,5383544,0.08778024,13,0,4,-0.0703125,5,4,0,0.551,11,15.0,15.0,5383544,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F455465,9634487,0.19059366,13,0,5,0.3880597,5,4,0,0.5757,11,10.0,10.0,9634487,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A15F042987,349429,0.4219654,13,1,15,0.5555556,4,4,0,0.5625,11,14.0,14.0,349429,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A15F078630,433217,0.2866062,13,0,13,-0.36633664,4,4,0,0.575,11,10.0,10.0,433217,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A15F080288,6938973,0.5806238,13,0,1,2.8636363,4,4,0,0.561,11,9.0,9.0,6938973,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A15F128121,9472932,0.2751915,13,0,15,-0.3516949,4,4,0,0.557,11,20.0,20.0,9472932,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A15F127377,13373102,0.16837004,26,0,5,-0.13793103,4,4,0,0.594,11,10.0,10.0,13373102,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A15F140169,517208,1.4406348,13,1,5,2.5454545,4,4,0,0.5625,11,9.0,9.0,517208,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A15F212834,11996080,0.40947664,13,0,15,-0.55421686,4,4,0,0.573,11,9.0,9.0,11996080,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A15F260311,7919638,0.5299118,13,1,12,-0.13333334,4,4,0,0.575,11,9.0,9.0,7919638,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A15F247371,8520747,0.58356005,13,2,8,3.4545455,4,4,0,0.558,11,10.0,10.0,8520747,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A15F260637,8509786,0.13380991,13,0,12,-0.102564104,4,4,0,0.5513,11,9.0,9.0,8509786,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A98L622234,1834380,0.5296409,13,1,4,1.8666667,21,10,0,0.62,11,10.0,10.0,1834380,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A98L719669,10024212,0.31936482,13,2,5,0.26229507,21,10,0,0.654,11,9.0,9.0,10024212,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A98L719819,7864264,0.17990994,13,0,10,-0.06097561,21,10,0,0.6304,11,10.0,10.0,7864264,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A98L620088,7917309,0.33233902,13,0,3,-0.19266056,21,10,0,0.5728,11,13.0,13.0,7917309,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A98L719821,6918921,0.24119312,13,0,4,-0.029850746,21,10,0,0.591,11,9.0,9.0,6918921,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
