IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca,PROBA,EXISTE
A08F354193,56158840,0.09757029,13,0,3,-0.07751938,11,11,0,"0,63",11,15.0,15.0,56158840,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,63",
A10F091953,56170955,0.20347914,13,0,3,-0.32258064,9,7,0,"0,63",11,10.0,10.0,56170955,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,63",
A10F179775,56217099,0.19854797,13,0,3,-0.1,9,9,0,"0,63",11,9.0,9.0,56217099,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,63",
A10F252590,56548796,0.17200524,13,0,6,0.082474224,9,9,0,"0,63",11,13.0,13.0,56548796,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,63",
A11F219698,57002126,0.21040635,26,0,3,-0.069767445,8,7,0,"0,63",11,17.0,17.0,57002126,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,63",
A04L313506,56239734,0.10298273,13,0,5,0.093333334,15,10,0,"0,6294",11,10.0,10.0,56239734,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6294",
A09F033558,56283806,0.1270059,13,0,5,0.057971016,10,7,0,"0,6294",11,9.0,9.0,56283806,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6294",
A11F311425,56190328,0.12497523,13,0,3,0.029411765,8,7,0,"0,6294",11,9.0,9.0,56190328,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6294",
A06F302416,56276214,0.16205747,13,0,3,-0.11214953,13,8,0,"0,6284",11,13.0,13.0,56276214,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6284",
A06S756096,56085125,0.115301624,13,0,3,0.007751938,13,11,0,"0,6284",11,17.0,17.0,56085125,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,ALTO,EM USO,1,1,"0,6284",
A09F042441,57034915,0.12354738,13,0,3,0.09375,10,6,0,"0,6284",11,14.0,14.0,57034915,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6284",
A99S506024,55953700,0.098861836,13,0,9,-0.04255319,20,11,0,"0,6284",11,18.0,18.0,55953700,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6284",
A99S440337,56176066,0.1393812,13,0,4,-0.047058824,20,11,0,628,11,10.0,10.0,56176066,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,628",
A08F434447,56430094,0.30197585,13,0,7,-0.35897437,11,11,0,"0,6274",11,10.0,10.0,56430094,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6274",
A03S315764,56175698,0.16248107,13,0,5,0.18320611,16,10,0,627,11,17.0,17.0,56175698,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,627",
A08F359802,56117485,0.09149004,13,0,6,0.14150943,11,11,0,627,11,15.0,15.0,56117485,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,627",
A12F347783,56170416,0.22236194,13,0,4,0.3653846,7,7,0,627,11,17.0,17.0,56170416,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,627",
A07F237669,56169353,0.09335575,13,0,4,-0.056603774,12,8,0,"0,6265",11,13.0,13.0,56169353,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6265",
A10F503525,56121377,0.08079385,13,0,4,0.008928572,9,6,0,"0,6265",11,14.0,14.0,56121377,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6265",
A10F543326,56083262,0.68263197,13,2,1,-0.6853933,9,8,0,"0,6265",11,9.0,9.0,56083262,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6265",
A00S186443,56161239,0.15226749,13,0,11,-0.04109589,19,11,0,626,11,9.0,9.0,56161239,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,626",
A08F350288,56170106,0.15873003,13,0,4,-0.084033616,11,11,0,626,11,14.0,14.0,56170106,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,626",
A08F354192,57010579,0.120013714,13,0,6,-0.04054054,11,11,0,626,11,9.0,9.0,57010579,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,626",
A08F476432,56449640,0.26611537,13,0,6,0.20634921,11,10,0,626,11,9.0,9.0,56449640,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,626",
A10F035879,56342519,0.6027605,13,0,2,-0.40963855,9,6,0,626,11,9.0,9.0,56342519,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,626",
A12F033189,56612567,0.18331125,13,0,4,-0.18852459,7,6,0,626,11,14.0,14.0,56612567,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,626",
A12F347680,56158718,0.11359564,13,0,2,-0.094017096,7,7,0,626,11,15.0,15.0,56158718,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,626",
A99S419665,56053991,0.10792325,13,0,3,-0.052173913,20,11,0,626,11,15.0,15.0,56053991,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,626",
A04L621743,55966306,0.17851068,13,0,7,-0.24812031,15,10,0,"0,6255",11,15.0,15.0,55966306,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6255",
A04L332983,56354649,0.1738859,13,0,4,-0.08943089,15,9,0,"0,6255",11,14.0,14.0,56354649,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6255",
A12F285302,56191677,0.16495585,13,0,3,-0.078947365,7,6,0,"0,6255",11,9.0,9.0,56191677,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6255",
A01S476091,55988920,0.21912274,13,0,4,0.36065573,18,10,0,625,11,9.0,9.0,55988920,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,625",
A02L361789,56160607,0.13084757,13,0,4,0.1919192,17,11,0,625,11,13.0,13.0,56160607,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,625",
A02S131760,56053282,0.13010412,13,0,3,-0.025641026,17,11,0,625,11,10.0,10.0,56053282,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,625",
A04L452943,56217340,0.36463553,13,0,5,-0.48314607,15,11,0,625,11,9.0,9.0,56217340,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,625",
A06F317500,56158025,0.13103709,13,0,1,0.18666667,13,9,0,625,11,10.0,10.0,56158025,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,625",
A09F253528,56172516,0.12544174,13,0,6,0.00862069,10,7,0,625,11,15.0,15.0,56172516,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,625",
A10F166844,56279221,0.11111111,13,0,11,0.0,9,9,0,625,11,9.0,9.0,56279221,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,625",
A02L375085,56190514,0.13293646,13,0,3,-0.028571429,17,10,0,"0,6245",11,9.0,9.0,56190514,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6245",
A04S219687,56000740,0.14085254,13,0,6,0.17741935,15,8,0,"0,6245",11,9.0,9.0,56000740,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6245",
A04S124732,56222637,0.111097544,13,0,5,0.008333334,15,9,0,"0,6245",11,15.0,15.0,56222637,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6245",
A06F318977,56158750,0.09467906,13,0,3,0.06666667,13,11,0,"0,6245",11,10.0,10.0,56158750,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6245",
A08S366344,56472153,0.36722338,13,0,3,-0.4090909,11,10,0,"0,6245",11,10.0,10.0,56472153,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6245",
A10F559566,56275730,0.16362557,13,0,5,-0.04109589,9,8,0,"0,6245",11,9.0,9.0,56275730,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6245",
A08F353939,56053843,0.11027128,13,0,5,0.033898305,11,11,0,624,11,15.0,15.0,56053843,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,624",
A04S012890,56037449,0.37578362,26,0,4,-0.22619048,15,9,0,"0,6235",11,9.0,9.0,56037449,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6235",
A04S065201,56191227,0.18778913,13,0,4,-0.15441176,15,8,0,"0,6235",11,14.0,14.0,56191227,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6235",
A12F095736,56354185,0.15135072,13,0,3,-0.027777778,7,6,0,"0,6235",11,9.0,9.0,56354185,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6235",
A99L432785,56117531,0.18614084,13,0,11,-0.054054055,20,11,0,"0,6235",11,14.0,14.0,56117531,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6235",
A08F359471,56116543,0.1015941,13,0,3,0.092307694,11,11,0,623,11,18.0,18.0,56116543,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,623",
A12F347448,56617224,0.19110015,13,0,5,-0.10958904,7,7,0,623,11,10.0,10.0,56617224,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,623",
A04L539990,56171234,0.20899786,13,0,7,-0.17073171,15,11,0,"0,6226",11,9.0,9.0,56171234,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6226",
A04S220842,56275277,0.19117437,13,0,4,-0.24666667,15,9,0,"0,6226",11,17.0,17.0,56275277,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6226",
A08F350275,56158440,0.20344092,13,0,7,-0.27083334,11,11,0,"0,6226",11,9.0,9.0,56158440,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6226",
A08F350279,57010501,0.116299465,13,0,2,-0.03773585,11,11,0,"0,6226",11,13.0,13.0,57010501,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6226",
A09F125898,56160534,0.13010412,13,0,4,0.1594203,10,10,0,"0,6226",11,10.0,10.0,56160534,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6226",
A11F220466,56585683,0.23681866,13,0,5,-0.1923077,8,7,0,622,11,10.0,10.0,56585683,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,622",
A96L539983,56361424,0.30905843,13,0,10,0.028169014,23,10,0,622,11,9.0,9.0,56361424,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,622",
A00S198542,56217137,0.8451124,13,0,4,5.7777777,19,11,0,"0,6216",11,9.0,9.0,56217137,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6216",
A03S157635,56054041,0.12232309,13,0,4,0.042857144,16,9,0,"0,6216",11,18.0,18.0,56054041,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6216",
A09F125380,56128584,0.3004626,13,0,3,-0.45774648,10,10,0,"0,6216",11,15.0,15.0,56128584,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6216",
A12F284723,56623470,0.30934787,13,0,4,0.68085104,7,6,0,"0,6216",11,10.0,10.0,56623470,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6216",
A03S315551,56051727,0.12129042,13,0,5,0.18181819,16,11,0,621,11,13.0,13.0,56051727,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,621",
A07S092304,57041059,0.26172847,13,0,3,-0.12941177,12,12,0,621,11,9.0,9.0,57041059,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,621",
A09S290213,56116152,0.12561485,13,0,5,-0.16964285,10,10,0,621,11,13.0,13.0,56116152,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,621",
A04L621291,56190956,0.19218771,13,0,4,-0.29787233,15,11,0,"0,6206",11,14.0,14.0,56190956,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6206",
A04S406748,56170645,0.3510735,13,0,2,0.104761906,15,11,0,"0,6206",11,13.0,13.0,56170645,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6206",
A10F011713,56001258,0.40036303,13,1,4,-0.35064936,9,6,0,"0,6206",11,9.0,9.0,56001258,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6206",
A08F350337,56166621,0.48588133,13,1,8,-0.6770833,11,11,0,"0,62",11,9.0,9.0,56166621,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,62",
A08F519930,56156197,0.21559587,13,0,5,0.16901408,11,8,0,"0,62",11,10.0,10.0,56156197,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,62",
A12F345451,56173113,0.24056043,13,0,5,175,7,7,0,"0,62",11,10.0,10.0,56173113,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,62",
A02S199475,56157746,0.13271786,13,0,4,-0.1375,17,11,0,"0,6196",11,9.0,9.0,56157746,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6196",
A08F350303,56084943,0.07692308,13,0,5,-0.028571429,11,11,0,619,11,13.0,13.0,56084943,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,619",
A99S519580,57029954,0.12141522,13,0,3,0.1891892,20,11,0,619,11,10.0,10.0,57029954,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,619",
A00S238791,56153988,0.09972053,13,0,5,-0.039215688,19,11,0,"0,6187",11,13.0,13.0,56153988,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6187",
A02S407329,55953468,0.10442651,13,0,9,-0.025423728,17,9,0,"0,6187",11,15.0,15.0,55953468,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6187",
A04L312263,56196660,0.2715834,13,0,6,-0.1891892,15,10,0,"0,6187",11,9.0,9.0,56196660,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6187",
A06F327893,56539681,0.24259315,13,0,6,0.17741935,13,7,0,"0,6187",11,9.0,9.0,56539681,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6187",
A03S550793,55966403,0.1546731,13,0,7,-0.14049587,16,9,0,618,11,14.0,14.0,55966403,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,618",
A08F350336,56133480,0.18955903,13,0,3,-0.064935066,11,11,0,618,11,10.0,10.0,56133480,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,618",
A08F356046,56194013,0.13353893,13,0,4,-0.12295082,11,11,0,618,11,14.0,14.0,56194013,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,618",
A08F353936,56116969,0.3328673,13,9,1,0.22058824,11,11,0,618,11,10.0,10.0,56116969,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,618",
A09F124920,56458533,0.27301547,13,0,5,-0.083333336,10,10,0,618,11,15.0,15.0,56458533,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,618",
A05L078954,57010854,0.120013714,13,1,6,-0.14473684,14,11,0,"0,6177",11,9.0,9.0,57010854,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6177",
A04S355421,56285779,0.16540797,13,0,9,0.057971016,15,8,0,"0,6177",11,9.0,9.0,56285779,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6177",
A07S210108,56154100,0.112380825,13,0,2,-0.16470589,12,11,0,"0,6177",11,10.0,10.0,56154100,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6177",
A07S262349,56216807,0.09614695,13,0,4,0.065789476,12,11,0,"0,6177",11,10.0,10.0,56216807,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6177",
A08F487126,56216360,0.39973637,13,0,4,-0.52884614,11,11,0,"0,6177",11,10.0,10.0,56216360,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6177",
A10F060670,58346902,0.18149582,13,0,10,-0.023529412,9,5,0,"0,6177",11,10.0,10.0,58346902,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6177",
A98L621834,56156146,0.12763157,13,0,6,0.05,21,10,0,"0,6177",11,10.0,10.0,56156146,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6177",
A04S051174,56156219,0.27157798,13,0,4,-0.4065934,15,8,0,617,11,9.0,9.0,56156219,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,617",
A08F359505,56219920,0.1350415,13,0,3,0.19354838,11,11,0,617,11,13.0,13.0,56219920,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,617",
A11F219386,56116047,0.19478159,13,0,1,0.10144927,8,7,0,617,11,10.0,10.0,56116047,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,617",
A12F347370,56157711,0.12354738,13,0,1,-0.029126214,7,7,0,617,11,14.0,14.0,56157711,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,617",
A12F095236,56590326,0.12492495,13,0,8,0.04347826,7,6,0,"0,6167",11,9.0,9.0,56590326,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6167",
A12F284759,56630425,0.16340299,13,0,5,-0.0989011,7,6,0,"0,6167",11,10.0,10.0,56630425,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6167",
A07F201631,56197802,0.1906564,13,2,4,-0.12857144,12,11,0,616,11,9.0,9.0,56197802,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,616",
A09F321256,56503750,0.100012176,13,0,1,-0.13333334,10,9,0,616,11,15.0,15.0,56503750,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,616",
A10F522787,56288891,0.22221026,13,0,2,-0.1369863,9,8,0,616,11,9.0,9.0,56288891,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,616",
A11N251120,56052677,0.41742355,13,4,3,1.6666666,8,8,0,616,11,9.0,9.0,56052677,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,616",
A01S000596,56157800,0.6284033,13,0,8,0.50442475,18,9,0,"0,6157",11,14.0,14.0,56157800,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6157",
A02S434565,56222688,0.14586894,13,0,3,-0.14102565,17,11,0,"0,6157",11,9.0,9.0,56222688,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6157",
A02S682547,55966543,0.124094516,13,0,7,-0.15068494,17,9,0,"0,6157",11,17.0,17.0,55966543,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6157",
A04S220318,56221711,0.49611828,13,0,4,0.19672132,15,11,0,"0,6157",11,9.0,9.0,56221711,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6157",
A06F342986,56157770,0.15987535,13,0,1,-0.17582418,13,11,0,"0,6157",11,10.0,10.0,56157770,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6157",
A08F493705,56115415,0.14199416,13,0,3,-0.25157234,11,9,0,"0,6157",11,18.0,18.0,56115415,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6157",
A08F353478,55953107,0.2070591,13,0,8,0.058252428,11,11,0,615,11,13.0,13.0,55953107,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,615",
A01S600514,56198990,0.5027957,13,1,4,2.0,18,11,0,"0,6147",11,9.0,9.0,56198990,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6147",
A04S323135,56274009,0.10177936,13,0,4,0.12857144,15,8,0,"0,6147",11,9.0,9.0,56274009,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6147",
A03S446825,56001266,0.16706046,13,0,8,-0.13793103,16,11,0,"0,6143",11,13.0,13.0,56001266,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6143",
A04S125020,56276036,0.111545466,13,0,5,0.10576923,15,8,0,"0,6143",11,14.0,14.0,56276036,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6143",
A05L082253,56110251,0.19765668,13,0,12,-0.12048193,14,6,0,614,11,19.0,19.0,56110251,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,ALTO,EM USO,1,1,"0,614",
A05L148021,56115474,0.09531294,13,0,1,-0.04950495,14,11,0,614,11,13.0,13.0,56115474,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,614",
A06F370794,56158939,0.10298273,13,0,6,0.064935066,13,8,0,614,11,10.0,10.0,56158939,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,614",
A03S146927,56354380,0.62570536,13,2,3,2.1538463,16,9,0,"0,6133",11,9.0,9.0,56354380,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6133",
A07F205905,56191545,0.27014604,13,0,3,-0.29299363,12,8,0,613,11,15.0,15.0,56191545,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,613",
A00N321737,56051751,0.16034737,13,0,4,-0.17857143,19,11,0,"0,6123",11,13.0,13.0,56051751,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6123",
A02L531851,56447779,0.20368652,13,0,6,-0.051282052,17,10,0,"0,6123",11,10.0,10.0,56447779,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6123",
A04S322523,56167547,0.18941757,13,0,3,-0.028169014,15,8,0,"0,6123",11,9.0,9.0,56167547,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6123",
A09F185245,56082231,0.14058225,13,0,3,-0.102564104,10,10,0,"0,6123",11,10.0,10.0,56082231,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6123",
A11F224692,56166753,0.14823079,13,0,3,-0.2,8,6,0,"0,6123",11,9.0,9.0,56166753,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6123",
A12F094437,56620276,0.13583747,13,0,3,0.009615385,7,6,0,"0,6123",11,13.0,13.0,56620276,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6123",
A04S051906,56158920,0.5861923,13,0,3,2.1351352,15,8,0,612,11,9.0,9.0,56158920,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,612",
A05F330476,56225822,0.12073075,13,0,1,0.06410257,14,11,0,612,11,10.0,10.0,56225822,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,612",
A08F286853,57037728,0.13083091,13,0,3,0.0,11,6,0,612,11,9.0,9.0,57037728,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,612",
A08F295022,56216602,0.13599747,13,0,3,-0.029850746,11,11,0,"0,6113",11,9.0,9.0,56216602,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6113",
A09F057393,56212291,0.25662544,13,0,5,-0.37804878,10,10,0,"0,6113",11,9.0,9.0,56212291,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6113",
