IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca
A11F188149,5067766,0.22230557,13,0,4,0.4385965,8,8,0,0.6426,11,9.0,9.0,5067766,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F188296,14407167,0.33321995,13,0,4,-0.08196721,8,8,0,0.627,11,9.0,9.0,14407167,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1
A11F186582,6200761,0.13583747,26,0,5,-0.14159292,8,7,0,0.634,11,13.0,13.0,6200761,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F187203,6784976,0.45088875,26,0,1,0.30555555,8,8,0,0.722,11,14.0,14.0,6784976,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F188003,14407973,0.33737582,13,0,2,-0.34502923,8,8,0,0.6304,11,15.0,15.0,14407973,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F186600,5891523,0.1679585,13,0,3,0.0,8,8,0,0.597,11,9.0,9.0,5891523,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F186622,14407701,0.18067952,26,0,6,-0.15789473,8,8,0,0.72,11,9.0,9.0,14407701,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F187512,7357532,0.29922944,26,0,6,-0.2857143,8,8,0,0.722,11,9.0,9.0,7357532,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F254020,10178457,0.44768074,13,0,5,0.28125,8,7,0,0.662,11,10.0,10.0,10178457,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F186626,14409216,0.13461672,26,0,1,-0.05357143,8,8,0,0.7256,11,14.0,14.0,14409216,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F292489,10291725,0.09632337,13,0,3,0.042105265,8,7,0,0.6284,11,13.0,13.0,10291725,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F293385,751294,0.24088168,13,0,1,-0.03883495,8,7,0,0.6084,11,14.0,14.0,751294,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F223127,10231722,0.082041115,13,0,5,0.13013698,8,7,0,0.6323,11,20.0,20.0,10231722,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F223133,5886562,0.23034,13,0,3,-0.1554054,8,7,0,0.614,11,17.0,17.0,5886562,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F223174,3070778,0.16407856,13,0,10,-0.048780486,8,7,0,0.647,11,15.0,15.0,3070778,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F224683,5608384,0.21707606,13,0,5,-0.19847329,8,7,0,0.6226,11,17.0,17.0,5608384,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F223881,7819285,0.5785206,13,0,2,-0.7155172,8,7,0,0.617,11,15.0,15.0,7819285,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F225345,10288732,0.14671138,13,0,1,-0.12068965,8,7,0,0.6104,11,14.0,14.0,10288732,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F223795,6249019,0.2556432,13,0,6,0.36363637,8,7,0,0.6367,11,9.0,9.0,6249019,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F223193,7352115,0.4413269,13,1,5,-0.43037975,8,7,0,0.6313,11,10.0,10.0,7352115,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F223300,6208703,0.087516315,13,0,5,0.0,8,7,0,0.608,11,17.0,17.0,6208703,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F223871,6227554,0.1422235,13,3,3,-0.032258064,8,7,0,0.6265,11,15.0,15.0,6227554,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F223879,6248977,0.0899888,13,0,6,-0.032786883,8,7,0,0.634,11,15.0,15.0,6248977,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F223798,2524341,0.1014301,13,0,5,0.14925373,8,7,0,0.633,11,9.0,9.0,2524341,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F225065,5073243,0.19523649,13,0,8,-0.03508772,8,7,0,0.639,11,13.0,13.0,5073243,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F254034,7001371,0.09385467,13,0,3,0.10526316,8,7,0,0.642,11,15.0,15.0,7001371,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F327653,10287892,0.47958314,13,0,1,0.40625,8,7,0,0.6665,11,9.0,9.0,10287892,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F291961,8625719,0.14486794,13,2,2,-0.12195122,8,7,0,0.612,11,15.0,15.0,8625719,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F292375,6537863,0.13063592,13,0,5,-0.21649484,8,7,0,0.6323,11,10.0,10.0,6537863,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F329018,10254617,0.31752646,13,0,8,0.104477614,8,7,0,0.6294,11,9.0,9.0,10254617,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F329145,9072055,0.30935502,13,2,3,-0.38961038,8,7,0,0.6147,11,9.0,9.0,9072055,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F292741,10202846,0.9142332,13,3,4,30.5,8,7,0,0.6704,11,14.0,14.0,10202846,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F293389,4549082,0.24796434,13,0,0,0.14864865,8,7,0,0.6187,11,10.0,10.0,4549082,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F293484,8106100,0.5490349,13,1,8,1.1267606,8,7,0,0.649,11,20.0,20.0,8106100,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F293384,10424334,0.14342454,13,0,5,0.018518519,8,7,0,0.6187,11,14.0,14.0,10424334,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F293680,7930879,0.16961417,13,0,10,-0.21311475,8,7,0,0.6655,11,15.0,15.0,7930879,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F291854,2583682,0.16691928,13,0,6,-0.15625,8,7,0,0.645,11,14.0,14.0,2583682,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F292026,3082008,0.2028602,13,0,6,0.14285715,8,7,0,0.619,11,9.0,9.0,3082008,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F292738,2714787,0.13573517,13,0,3,0.08450704,8,7,0,0.621,11,9.0,9.0,2714787,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F291856,2696878,0.19200662,13,0,3,0.35820895,8,7,0,0.651,11,10.0,10.0,2696878,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F292388,7359764,0.11696641,13,0,8,-0.101123594,8,7,0,0.637,11,10.0,10.0,7359764,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F291909,5069670,0.25839505,13,0,1,-0.16556291,8,7,0,0.6113,11,17.0,17.0,5069670,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F292307,9066012,0.3488731,13,0,8,-0.3069307,8,7,0,0.6284,11,13.0,13.0,9066012,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F292310,10490329,0.17435499,13,3,7,-0.093023255,8,7,0,0.6323,11,15.0,15.0,10490329,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F292739,5030366,0.35484958,13,0,1,-0.5408163,8,7,0,0.634,11,10.0,10.0,5030366,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F292926,6698956,0.1661895,13,0,8,0.075,8,7,0,0.6216,11,15.0,15.0,6698956,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F293350,5039509,0.07931092,13,0,1,-0.04901961,8,7,0,0.6133,11,13.0,13.0,5039509,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F293547,9043071,0.15987535,13,0,7,-0.09756097,8,6,0,0.5713,11,10.0,10.0,9043071,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F293764,10205004,0.30202097,13,0,4,0.73170733,8,7,0,0.6323,11,9.0,9.0,10205004,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F292106,10193669,0.16945192,13,0,4,0.18367347,8,7,0,0.644,11,14.0,14.0,10193669,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F292383,9064150,0.09050722,13,0,12,-0.08695652,8,7,0,0.639,11,14.0,14.0,9064150,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F292467,10237062,0.10677559,13,0,3,-0.048543688,8,7,0,0.635,11,13.0,13.0,10237062,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F301610,5039096,0.20220858,13,0,4,-0.13013698,8,6,0,0.624,11,17.0,17.0,5039096,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F303666,5062616,1.0112636,13,7,2,1.5675676,8,6,0,0.579,11,9.0,9.0,5062616,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N303426,6578187,0.10372789,13,0,7,0.06818182,8,8,0,0.636,11,17.0,17.0,6578187,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N314539,3128830,0.13215895,13,0,5,0.12048193,8,8,0,0.6294,11,10.0,10.0,3128830,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N318540,14375940,0.5117453,13,0,3,2.28,8,8,0,0.62,11,10.0,10.0,14375940,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F328347,10273735,0.10097563,13,0,4,0.082474224,8,7,0,0.633,11,13.0,13.0,10273735,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F328402,2514605,0.15004711,13,0,1,0.07017544,8,7,0,0.604,11,15.0,15.0,2514605,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F328912,5043166,0.1271544,13,0,1,-0.06097561,8,7,0,0.629,11,10.0,10.0,5043166,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F327744,5044413,0.15152763,13,0,5,-0.0990991,8,7,0,0.6274,11,13.0,13.0,5044413,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F328701,5480191,0.11432829,13,0,1,-0.045045044,8,7,0,0.621,11,14.0,14.0,5480191,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F328131,3191303,0.17172538,13,0,4,-0.07042254,8,7,0,0.6436,11,9.0,9.0,3191303,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F328223,6182828,0.12767735,13,0,1,-0.15671642,8,7,0,0.625,11,15.0,15.0,6182828,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F328226,10044477,0.28013322,13,0,4,-0.3181818,8,7,0,0.6245,11,13.0,13.0,10044477,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F328953,10401466,0.27451986,13,0,15,-0.08974359,8,7,0,0.637,11,10.0,10.0,10401466,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F329321,7133561,0.091275945,13,0,1,-0.045454547,8,7,0,0.619,11,20.0,20.0,7133561,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F328880,10242473,0.3818626,26,0,7,-0.46835443,8,7,0,0.654,11,10.0,10.0,10242473,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F328910,2096692,0.10492742,13,0,5,0.048076924,8,7,0,0.6235,11,14.0,14.0,2096692,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F329328,5043182,0.078723826,13,0,6,-0.09589041,8,7,0,0.6265,11,18.0,18.0,5043182,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F329398,762091,0.13132739,26,0,14,0.068627454,8,7,0,0.663,11,13.0,13.0,762091,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F329215,5071666,0.49376276,13,0,6,1.3617021,8,7,0,0.64,11,13.0,13.0,5071666,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N234480,5061520,0.12767735,13,0,5,0.14529915,8,8,0,0.633,11,15.0,15.0,5061520,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F328990,10159487,0.24475704,13,0,5,0.072463766,8,7,0,0.61,11,10.0,10.0,10159487,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F329094,5043204,0.2373199,13,0,6,0.31034482,8,7,0,0.6455,11,15.0,15.0,5043204,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F329101,5032407,0.116299465,13,0,5,-0.084745765,8,7,0,0.647,11,14.0,14.0,5032407,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F329140,764418,0.22312407,13,0,2,-0.26548672,8,7,0,0.6167,11,13.0,13.0,764418,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F329146,5069459,0.110039026,13,1,6,-0.15337424,8,7,0,0.6577,11,19.0,19.0,5069459,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F329419,2446049,0.32009467,13,0,2,-0.13432837,8,7,0,0.622,11,9.0,9.0,2446049,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F328215,2266385,0.18184547,13,0,1,-0.28346458,8,7,0,0.6226,11,15.0,15.0,2266385,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N239589,8392714,0.27689078,13,0,4,0.086666666,8,8,0,0.61,11,20.0,21.0,8392714,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N239915,5068380,0.21736,13,0,1,-0.041666668,8,8,0,0.596,11,10.0,10.0,5068380,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N242576,2705591,0.2131706,13,0,8,0.25757575,8,8,0,0.6494,11,9.0,9.0,2705591,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N238873,5074517,0.13699037,13,0,6,-0.13740458,8,8,0,0.625,11,15.0,15.0,5074517,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A12F036341,4217683,0.6867053,13,1,3,-0.56842107,7,7,0,0.6123,11,13.0,13.0,4217683,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F328678,2438275,0.72269446,13,0,5,1.3333334,8,7,0,0.6304,11,9.0,9.0,2438275,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F328704,7184085,0.23501298,13,3,3,-0.19417475,8,7,0,0.6255,11,13.0,13.0,7184085,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F329098,2709724,0.17320508,13,0,7,-0.23863636,8,7,0,0.653,11,10.0,10.0,2709724,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F329213,5070490,0.4229559,13,0,5,1.2368422,8,7,0,0.6396,11,10.0,10.0,5070490,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F329392,2840774,0.14523251,13,0,8,-0.01,8,7,0,0.6216,11,14.0,14.0,2840774,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N239920,14376296,0.27318424,13,5,4,0.556962,8,8,0,0.6206,11,15.0,15.0,14376296,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N250478,14380099,0.18979597,13,0,4,0.22916667,8,8,0,0.6504,11,14.0,14.0,14380099,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N252500,8107505,0.114275895,13,0,1,-0.11111111,8,8,0,0.627,11,20.0,20.0,8107505,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N253144,2537435,0.15044515,13,0,2,-0.1633987,8,8,0,0.6235,11,19.0,19.0,2537435,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N303427,5480442,0.22681564,13,6,5,0.29411766,8,8,0,0.6523,11,9.0,9.0,5480442,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N303612,14391392,0.19414501,13,0,9,0.35643566,8,8,0,0.6553,11,15.0,15.0,14391392,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N250346,14379716,0.12784243,13,0,4,-0.04385965,8,8,0,0.626,11,13.0,13.0,14379716,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N253282,14373270,0.22821774,13,0,5,0.43396226,8,8,0,0.6445,11,9.0,9.0,14373270,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N252706,14393352,0.52412057,13,1,2,0.35820895,8,8,0,0.6606,11,13.0,13.0,14393352,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N247355,769118,0.5407499,13,0,4,-0.28125,8,8,0,0.625,11,10.0,10.0,769118,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N245428,14393611,0.35271138,13,7,2,-0.43076923,8,8,0,0.6304,11,15.0,15.0,14393611,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N304408,14387069,0.13241333,13,0,6,0.024691358,8,8,0,0.603,11,10.0,10.0,14387069,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N318809,7350759,0.24017908,13,2,5,-0.02097902,8,8,0,0.6,11,17.0,17.0,7350759,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N317276,2452022,0.15489279,13,0,1,0.23809524,8,8,0,0.6396,11,9.0,9.0,2452022,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N304402,14386569,0.7081674,13,2,6,3.4736843,8,8,0,0.6357,11,10.0,10.0,14386569,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N251504,14392640,0.33250928,13,0,1,-0.42424244,8,8,0,0.6426,11,10.0,10.0,14392640,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N304153,14391422,0.16501866,13,0,2,0.1884058,8,8,0,0.6304,11,9.0,9.0,14391422,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A12F097699,3072649,0.0899888,13,1,6,0.016393442,7,7,0,0.615,11,15.0,15.0,3072649,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A12F097949,7700210,0.09721402,13,0,1,-0.0952381,7,7,0,0.609,11,10.0,10.0,7700210,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A12F098168,10199594,0.20588262,13,0,8,-0.16521738,7,7,0,0.629,11,13.0,13.0,10199594,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N245432,7353715,0.65383244,13,1,5,1.1,8,8,0,0.6494,11,10.0,10.0,7353715,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N250480,2507811,0.10158651,13,0,1,-0.03960396,8,8,0,0.6167,11,13.0,13.0,2507811,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N318399,7352280,0.16736388,13,0,5,-0.20238096,8,8,0,0.629,11,10.0,10.0,7352280,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N318491,5872529,0.28798258,13,0,7,-0.37878788,8,8,0,0.6562,11,15.0,15.0,5872529,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N322650,2315475,0.19685128,13,0,1,-0.123809524,8,8,0,0.609,11,13.0,13.0,2315475,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1
A11N321880,14402556,0.14311934,13,0,13,-0.18881118,8,8,0,0.648,11,17.0,17.0,14402556,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N322454,14404621,0.09447785,13,0,5,0.036363635,8,8,0,0.6353,11,14.0,14.0,14404621,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N322893,2443058,0.1544658,13,0,1,0.03960396,8,8,0,0.6,11,13.0,13.0,2443058,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N321482,14392445,0.08946112,13,0,3,-0.07801419,8,8,0,0.642,11,17.0,17.0,14392445,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N317624,8109214,0.21315987,13,0,2,0.1734694,8,8,0,0.62,11,13.0,13.0,8109214,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N322241,14392771,0.16505158,13,0,5,0.067567565,8,8,0,0.621,11,10.0,10.0,14392771,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N315046,14389630,0.23570226,13,1,3,0.10769231,8,8,0,0.6084,11,9.0,9.0,14389630,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N318398,2561000,0.19797616,13,0,5,-0.16528925,8,8,0,0.63,11,13.0,13.0,2561000,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N253768,4418484,0.18781905,13,0,6,-0.24223602,8,7,0,0.572,11,19.0,19.0,4418484,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N304889,5480639,0.11265583,13,0,5,0.1627907,8,8,0,0.6406,11,18.0,18.0,5480639,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N321484,14388774,0.111545466,13,0,1,-0.072072074,8,8,0,0.6255,11,14.0,14.0,14388774,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N322174,14402394,0.1931445,13,1,1,-0.2777778,8,8,0,0.6064,11,10.0,10.0,14402394,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N323484,6962955,0.40388042,13,0,1,0.31746033,8,8,0,0.675,11,9.0,9.0,6962955,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11N321397,769673,0.10912247,13,0,9,-0.060606062,8,8,0,0.661,11,17.0,17.0,769673,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N322582,14404524,0.09050722,13,0,4,-0.06790123,8,8,0,0.6455,11,19.0,19.0,14404524,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N315010,5061008,0.088510014,13,0,3,-0.07339449,8,8,0,0.642,11,13.0,13.0,5061008,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N315047,785300,0.14607514,13,0,1,-0.15972222,8,8,0,0.611,11,17.0,17.0,785300,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11N317634,5883423,0.38861462,13,0,4,0.13333334,8,8,0,0.646,11,10.0,10.0,5883423,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11N317638,14394138,0.09173864,13,0,6,-0.125,8,8,0,0.638,11,9.0,9.0,14394138,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A12F037532,656151,0.1377233,13,0,4,-0.03883495,7,7,0,0.6235,11,13.0,13.0,656151,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A12F144309,5479592,0.4865983,13,0,17,0.7297297,7,7,0,0.6406,11,10.0,10.0,5479592,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1
