IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca
A09F032311,3074013,0.41938937,13,2,6,0.28125,10,10,0,0.654,11,9.0,9.0,3074013,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A08F493505,9083030,0.22181386,13,0,4,0.0,11,6,0,0.5947,11,10.0,10.0,9083030,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A08F493333,10271058,0.10097563,13,1,15,0.12371134,11,4,0,0.6055,11,13.0,13.0,10271058,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A09F001041,6962300,0.16355112,13,11,4,0.028571429,10,10,0,0.582,11,9.0,9.0,6962300,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A09F001395,5900166,0.21709032,13,0,5,0.13432837,10,10,0,0.608,11,9.0,9.0,5900166,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F097912,5927250,0.22440818,13,0,15,0.22727273,10,10,0,0.629,11,10.0,10.0,5927250,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A09F041344,751286,0.106891446,13,0,4,-0.1553398,10,10,0,0.643,11,13.0,13.0,751286,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F033927,2429918,0.1745441,13,0,6,0.3529412,10,6,0,0.568,11,10.0,10.0,2429918,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F057733,2510324,0.20732944,13,0,3,-0.28244275,10,8,0,0.6055,11,15.0,15.0,2510324,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A09F097723,9011145,0.1415055,13,0,5,-0.058139537,10,6,0,0.6426,11,10.0,10.0,9011145,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F115950,2583976,0.71307755,13,3,3,-0.5263158,10,6,0,0.612,11,9.0,9.0,2583976,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A09F116911,749141,0.28831506,13,0,5,-0.12844037,10,10,0,0.617,11,13.0,13.0,749141,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A09F116686,5926300,0.18679003,13,0,5,0.4107143,10,10,0,0.6494,11,9.0,9.0,5926300,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F117262,5027152,0.98794746,13,0,5,0.0,10,10,0,0.583,11,13.0,13.0,5027152,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F162545,5891370,0.29358277,13,2,4,-0.23076923,10,10,0,0.585,11,9.0,9.0,5891370,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A09F123271,7702442,0.39986113,13,0,15,-0.52459013,10,10,0,0.6694,11,10.0,10.0,7702442,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1
A09F161332,769355,0.10856642,13,0,6,0.112676054,10,10,0,0.644,11,9.0,9.0,769355,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A09F164133,749575,1.181072,13,3,5,5.3157897,10,10,0,0.6206,11,9.0,9.0,749575,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F186668,5950244,0.13992253,13,0,3,-0.16037735,10,10,0,0.6157,11,13.0,13.0,5950244,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A09F175648,5027390,0.14803891,13,0,8,-0.21259843,10,8,0,0.641,11,14.0,14.0,5027390,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1
A09F173428,6629938,0.7986581,13,0,3,39.5,10,10,0,0.6377,11,9.0,9.0,6629938,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A09F189267,5941490,0.29102543,13,0,1,0.11111111,10,10,0,0.604,11,10.0,10.0,5941490,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A09F190412,5952786,0.27340072,13,0,6,0.27450982,10,10,0,0.659,11,13.0,13.0,5952786,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F211679,5979285,0.13715698,13,0,1,-0.20224719,10,10,0,0.584,11,10.0,10.0,5979285,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F272589,2584425,0.2550821,13,0,1,0.5232558,10,6,0,0.552,11,13.0,13.0,2584425,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F277939,3068544,0.15919721,13,2,6,-0.101123594,10,5,0,0.595,11,10.0,10.0,3068544,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F278632,2520087,0.5052824,13,2,3,-0.51724136,10,10,0,0.6177,11,10.0,10.0,2520087,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A09F279418,6052878,0.11197364,13,0,2,-0.09,10,9,0,0.6265,11,13.0,13.0,6052878,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A09F278195,3071529,0.23921338,13,0,7,-0.35365853,10,5,0,0.597,11,18.0,18.0,3071529,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A09F304725,6132855,0.31955367,13,0,1,-0.44444445,10,9,0,0.6226,11,9.0,9.0,6132855,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F308683,7937687,0.06064763,26,0,7,0.00877193,10,6,0,0.593,11,15.0,15.0,7937687,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A09F316193,3080650,0.104339324,13,0,7,-0.15555556,10,5,0,0.6226,11,15.0,15.0,3080650,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F319268,3069931,0.12591834,13,0,9,-0.055555556,10,5,0,0.5933,11,15.0,15.0,3069931,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A09F314040,10023852,0.08274879,13,0,7,-0.09615385,10,5,0,0.6064,11,13.0,13.0,10023852,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A09F319849,6839649,0.103607796,13,0,8,0.009803922,10,5,0,0.567,11,14.0,14.0,6839649,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F058658,2489139,0.11572474,13,0,0,0.013986014,9,5,0,0.598,11,18.0,18.0,2489139,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F008515,6096549,0.36869344,13,0,5,0.04918033,9,9,0,0.6455,11,9.0,9.0,6096549,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F008520,6913776,0.67552495,13,0,4,-0.88372093,9,9,0,0.6523,11,10.0,10.0,6913776,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F046689,6132073,0.14352866,13,0,5,-0.19298245,9,9,0,0.634,11,13.0,13.0,6132073,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F037285,6790402,0.16267188,13,0,3,-0.036363635,9,9,0,0.6343,11,15.0,15.0,6790402,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F042457,6135536,0.17780888,13,0,1,-0.23529412,9,9,0,0.6133,11,10.0,10.0,6135536,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F124383,7358679,0.7252774,13,0,12,7.571429,9,4,0,0.574,11,14.0,14.0,7358679,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F049145,5480230,0.42520368,13,0,5,-0.057142857,9,9,0,0.6323,11,10.0,10.0,5480230,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F137477,11241837,0.704736,13,0,4,-0.79844964,9,5,0,0.6064,11,14.0,14.0,11241837,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F097592,6369529,0.90237033,13,1,4,0.0,9,9,0,0.5967,11,9.0,9.0,6369529,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F097050,10603883,0.21958502,13,0,5,0.10638298,9,9,0,0.6304,11,19.0,19.0,10603883,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F137078,2452081,0.11528165,13,0,7,0.039215688,9,5,0,0.595,11,14.0,14.0,2452081,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F131247,2457997,0.40893495,13,0,3,-0.16,9,9,0,0.624,11,9.0,9.0,2457997,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F208231,6379885,1.3031404,13,0,5,-0.15,9,9,0,0.632,11,10.0,10.0,6379885,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1
A10F136842,9528016,0.40990162,13,0,5,-0.48818898,9,5,0,0.622,11,10.0,10.0,9528016,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F136839,2463873,0.12279917,13,0,3,-0.11504425,9,5,0,0.612,11,14.0,14.0,2463873,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F137083,11097787,0.69906473,13,1,4,9.5,9,5,0,0.6567,11,13.0,13.0,11097787,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F169636,4593324,0.23780924,13,0,3,0.557971,9,8,0,0.6514,11,19.0,19.0,4593324,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F168026,6147445,0.2572215,13,0,5,-0.17073171,9,9,0,0.624,11,10.0,10.0,6147445,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F223656,14053721,0.38266876,13,0,6,0.41666666,9,9,0,0.675,11,9.0,9.0,14053721,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F168027,6146295,0.14058225,13,0,2,0.26153848,9,9,0,0.6567,11,9.0,9.0,6146295,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F175378,6151140,0.26868597,13,0,1,-0.11666667,9,9,0,0.605,11,9.0,9.0,6151140,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F478522,14353520,0.11008385,13,0,8,0.02739726,9,8,0,0.6484,11,10.0,10.0,14353520,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F479984,14351714,0.11829225,13,0,8,-0.04109589,9,8,0,0.6606,11,9.0,9.0,14351714,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F204632,6390471,0.47540197,13,0,1,0.16216215,9,9,0,0.639,11,14.0,14.0,6390471,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F218087,5070643,0.3213328,13,12,1,-0.275,9,8,0,0.6123,11,10.0,10.0,5070643,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F218092,786900,0.15921265,13,0,6,0.0,9,8,0,0.594,11,9.0,9.0,786900,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F212447,6391907,0.879416,13,1,2,2.5555556,9,9,0,0.6562,11,9.0,9.0,6391907,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F218093,7357974,0.15489733,13,0,4,0.11214953,9,8,0,0.6514,11,14.0,14.0,7357974,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F243708,5055113,0.22538878,13,1,12,0.52307695,9,5,0,0.5527,11,10.0,10.0,5055113,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F510578,14059673,0.6004533,13,0,5,-0.20779221,9,8,0,0.625,11,9.0,9.0,14059673,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F247279,14045699,0.64635324,13,1,7,-0.4512195,9,8,0,0.6616,11,9.0,9.0,14045699,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F516004,5068835,0.19311275,13,1,2,0.25757575,9,8,0,0.647,11,9.0,9.0,5068835,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F518620,6736564,0.23441152,13,0,3,-0.07692308,9,5,0,0.5957,11,10.0,10.0,6736564,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F256178,14355280,0.13435291,13,0,3,0.072463766,9,8,0,0.637,11,9.0,9.0,14355280,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F258050,14356384,0.21305116,13,0,7,0.1734694,9,8,0,0.6416,11,15.0,15.0,14356384,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F478738,14352729,0.12101037,13,0,8,0.01369863,9,8,0,0.64,11,19.0,19.0,14352729,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F478812,14351927,0.788835,13,1,8,0.5151515,9,8,0,0.6606,11,9.0,9.0,14351927,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F249114,14048205,0.090138786,13,0,5,-0.067567565,9,9,0,0.6465,11,9.0,9.0,14048205,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F257129,14353210,0.6287271,13,0,11,0.8518519,9,8,0,0.6733,11,10.0,10.0,14353210,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F258068,14352214,0.09671474,13,0,8,-0.026785715,9,8,0,0.6533,11,14.0,14.0,14352214,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F479165,6771874,0.6859328,13,3,5,-0.8181818,9,8,0,0.6387,11,9.0,9.0,6771874,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F479981,14351617,0.11528165,13,0,8,-0.09009009,9,8,0,0.662,11,13.0,13.0,14351617,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F478516,14353628,0.3421752,13,0,8,-0.33035713,9,8,0,0.6494,11,13.0,13.0,14353628,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F257639,14351129,0.43652335,13,0,8,1.0,9,8,0,0.6704,11,10.0,10.0,14351129,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F258873,14351536,0.10852829,13,0,8,0.08510638,9,8,0,0.6553,11,13.0,13.0,14351536,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F479680,14352036,0.3527994,13,1,8,-0.097222224,9,8,0,0.6333,11,9.0,9.0,14352036,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F544547,2450569,0.08640601,13,0,3,-0.007352941,9,8,0,0.6387,11,17.0,17.0,2450569,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F545638,14366894,0.17989136,13,0,2,0.13846155,9,8,0,0.633,11,9.0,9.0,14366894,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F545641,14366576,0.13436638,13,0,4,0.30769232,9,8,0,0.678,11,9.0,9.0,14366576,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F548037,7703759,0.2128207,13,0,12,-0.16521738,9,8,0,0.6465,11,14.0,14.0,7703759,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F252743,8185280,0.10792778,13,0,3,-0.027027028,9,9,0,0.649,11,14.0,14.0,8185280,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F258075,14352010,0.37168387,13,1,8,0.3773585,9,8,0,0.6616,11,9.0,9.0,14352010,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F481935,2526387,0.28998765,13,0,1,-0.28421053,9,8,0,0.6177,11,10.0,10.0,2526387,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F481942,14356805,0.119674794,13,0,5,0.064935066,9,8,0,0.6426,11,10.0,10.0,14356805,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F481937,14352818,0.15226749,13,0,8,0.24590164,9,8,0,0.6777,11,9.0,9.0,14352818,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F481936,14361230,0.33019644,13,0,4,-0.06837607,9,8,0,0.628,11,13.0,13.0,14361230,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F480361,5874939,0.21781932,13,0,1,-0.09411765,9,8,0,0.5967,11,10.0,10.0,5874939,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F505999,14087138,0.4396656,13,0,5,0.9047619,9,8,0,0.66,11,10.0,10.0,14087138,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F504710,14069504,0.1599267,13,0,3,0.16101696,9,8,0,0.641,11,17.0,17.0,14069504,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F561062,6913814,0.102323405,13,0,4,-0.15748031,9,8,0,0.66,11,15.0,15.0,6913814,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F561464,14367238,0.11223403,13,0,5,0.01980198,9,8,0,0.639,11,14.0,14.0,14367238,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F507552,14070049,1.3107142,13,1,6,4.0338984,9,8,0,0.6353,11,10.0,10.0,14070049,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F517257,14341050,0.1814305,13,0,2,-0.04819277,9,8,0,0.618,11,10.0,10.0,14341050,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F518622,3074170,0.11446194,13,0,11,-0.1097561,9,5,0,0.615,11,10.0,10.0,3074170,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F516722,10765859,0.2227205,13,1,3,0.25438598,9,8,0,0.6475,11,17.0,17.0,10765859,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F517207,14340712,0.15155867,13,0,3,0.23404256,9,8,0,0.68,11,13.0,13.0,14340712,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F522239,14341379,0.16601205,13,0,5,0.0,9,8,0,0.6016,11,19.0,19.0,14341379,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F515586,8393966,0.10289866,13,0,1,0.060606062,9,8,0,0.6206,11,9.0,9.0,8393966,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F518493,14340470,0.31062415,13,0,4,-0.18181819,9,8,0,0.633,11,10.0,10.0,14340470,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F547347,14341468,0.68945307,13,3,5,0.40298507,9,8,0,0.676,11,10.0,10.0,14341468,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F526246,14362473,0.17103814,13,0,1,0.11940298,9,8,0,0.622,11,9.0,9.0,14362473,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F521792,14340020,0.14079428,13,0,6,-0.11764706,9,8,0,0.6274,11,19.0,19.0,14340020,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F522939,2448459,0.10792325,13,1,3,0.018018018,9,8,0,0.6226,11,14.0,14.0,2448459,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F546761,2433141,0.14586894,13,0,4,-0.086419754,9,8,0,0.6333,11,9.0,9.0,2433141,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F548517,14089289,0.14568703,13,0,5,0.20289855,9,8,0,0.648,11,10.0,10.0,14089289,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F549740,14096277,0.1629089,13,0,3,0.042372882,9,8,0,0.6406,11,15.0,15.0,14096277,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F549741,5073502,0.885723,13,1,3,0.043010753,9,8,0,0.63,11,17.0,17.0,5073502,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F550315,5043409,0.08614426,13,0,5,0.033898305,9,6,0,0.574,11,15.0,15.0,5043409,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F526243,14362775,0.1132277,13,0,8,0.20430107,9,8,0,0.6714,11,13.0,13.0,14362775,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F546092,7701039,0.1343161,13,0,6,-0.045454547,9,8,0,0.626,11,13.0,13.0,7701039,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F553564,14097729,0.19543399,13,0,5,-0.17,9,8,0,0.6387,11,13.0,13.0,14097729,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A10F556048,14095181,0.23964916,13,0,1,-0.2936508,9,8,0,0.603,11,15.0,15.0,14095181,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F553326,10209620,0.3196844,13,0,6,0.6111111,9,8,0,0.6562,11,9.0,9.0,10209620,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F553146,3191354,0.090138786,13,0,5,0.013513514,9,5,0,0.6016,11,19.0,19.0,3191354,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F553148,3094588,0.1193288,13,0,6,-0.026666667,9,5,0,0.606,11,9.0,9.0,3094588,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F557840,6721621,0.15800942,13,1,5,0.09859155,9,6,0,0.5586,11,20.0,20.0,6721621,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F557073,5071925,0.19281624,13,0,4,0.23728813,9,8,0,0.6743,11,9.0,9.0,5071925,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F553145,3127044,0.08640601,13,0,6,-0.10204082,9,5,0,0.613,11,17.0,17.0,3127044,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F561363,8415153,0.21133347,13,0,3,-0.2,9,8,0,0.6177,11,17.0,17.0,8415153,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A10F561843,14367300,0.22409552,13,0,5,-0.03649635,9,8,0,0.6123,11,17.0,17.0,14367300,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A10F561439,10581472,0.21070889,13,0,4,0.34920636,9,8,0,0.6772,11,9.0,9.0,10581472,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F187507,834165,0.79656035,26,1,3,-0.7823529,8,8,0,0.691,11,14.0,14.0,834165,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F187514,6629903,0.12013393,26,0,2,-0.050632913,8,8,0,0.756,11,20.0,20.0,6629903,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F176777,6630065,0.13852184,13,0,5,0.19354838,8,5,0,0.5557,11,13.0,13.0,6630065,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
A11F225349,794023,0.16235931,13,0,2,-0.18032786,8,7,0,0.6313,11,14.0,14.0,794023,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1
A11F187580,14407698,0.6667884,26,0,6,-0.7227723,8,8,0,0.7036,11,10.0,10.0,14407698,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F186761,5995329,0.18842229,13,0,3,0.22340426,8,7,0,0.6533,11,13.0,13.0,5995329,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F187578,14408635,0.1132277,13,0,6,-0.07619048,8,8,0,0.637,11,13.0,13.0,14408635,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1
A11F188145,5872030,0.20885351,13,0,4,-0.14074074,8,8,0,0.624,11,17.0,17.0,5872030,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1
A11F188150,6784208,0.13200784,13,0,5,-0.10377359,8,8,0,0.6167,11,13.0,13.0,6784208,55,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1
