ITA_SEQ_ITEM_ATENDIMENTO,IMO_COD_INSCRICAO,ORIGEM
43393785,14096811,GERADO PELA UNIDADE
43393481,5449049,GERADO PELA UNIDADE
43393647,2329840,GERADO PELA UNIDADE
43393600,6377670,GERADO PELA UNIDADE
43415901,6384587,GERADO PELO MODELO
43415851,5955068,GERADO PELO MODELO
43415733,2699133,GERADO PELO MODELO
43415705,2115247,GERADO PELO MODELO
43393524,2120631,GERADO PELA UNIDADE
43393759,2115123,GERADO PELA UNIDADE
43393633,2120399,GERADO PELA UNIDADE
43393806,5922089,GERADO PELA UNIDADE
43393572,14362805,GERADO PELA UNIDADE
43393562,620130,GERADO PELA UNIDADE
43393626,2320797,GERADO PELA UNIDADE
43346002,14408929,GERADO PELO MODELO
43393574,7949863,GERADO PELA UNIDADE
43415854,5963850,GERADO PELO MODELO
43345979,14096625,GERADO PELO MODELO
43415743,3200817,GERADO PELO MODELO
43415742,3200698,GERADO PELO MODELO
43393801,3200728,GERADO PELA UNIDADE
43415926,7228295,GERADO PELO MODELO
43345882,7228520,GERADO PELO MODELO
43393818,7228724,GERADO PELA UNIDADE
43345997,14393263,GERADO PELO MODELO
43345884,7229291,GERADO PELO MODELO
43345883,7229119,GERADO PELO MODELO
43393713,7229372,GERADO PELA UNIDADE
43393786,7229216,GERADO PELA UNIDADE
43393557,7229380,GERADO PELA UNIDADE
43415927,7229402,GERADO PELO MODELO
43345888,7313217,GERADO PELO MODELO
43345987,14363194,GERADO PELO MODELO
43393461,7313292,GERADO PELA UNIDADE
43345893,7329377,GERADO PELO MODELO
43345889,7313560,GERADO PELO MODELO
43346000,14401894,GERADO PELO MODELO
43393715,7313632,GERADO PELA UNIDADE
43415822,5866618,GERADO PELO MODELO
43393797,7329385,GERADO PELA UNIDADE
43393452,7329415,GERADO PELA UNIDADE
43393516,7312938,GERADO PELA UNIDADE
43393501,7313063,GERADO PELA UNIDADE
43415875,6127363,GERADO PELO MODELO
43415867,6090451,GERADO PELO MODELO
43415823,5870470,GERADO PELO MODELO
43345971,11291974,GERADO PELO MODELO
43345928,8481865,GERADO PELO MODELO
43345927,8481792,GERADO PELO MODELO
43345926,8481717,GERADO PELO MODELO
43393698,6127460,GERADO PELA UNIDADE
43415936,8480770,GERADO PELO MODELO
43415935,8480761,GERADO PELO MODELO
43415860,5996538,GERADO PELO MODELO
43415843,5929709,GERADO PELO MODELO
43345925,8481024,GERADO PELO MODELO
43393511,8480567,GERADO PELA UNIDADE
43393737,8480702,GERADO PELA UNIDADE
43415855,5964768,GERADO PELO MODELO
43393561,8478384,GERADO PELA UNIDADE
43345895,7696469,GERADO PELO MODELO
43415929,8175756,GERADO PELO MODELO
43393498,7614888,GERADO PELA UNIDADE
43393809,10072934,GERADO PELA UNIDADE
43393639,6207219,GERADO PELA UNIDADE
43393623,14355655,GERADO PELA UNIDADE
43393588,14355558,GERADO PELA UNIDADE
